id_venda;id_produto;id_vendedor;data;quantidade;preco_unitario;valor_total;custo;lucro
1150;5;3;23/02/2026;5;128;640;145;495
1151;4;1;24/02/2026;8;132;1056;128;928
1152;10;3;25/02/2026;1;31;31;38;-7
1153;2;2;26/02/2026;12;70;840;1104;-264
1154;3;1;27/02/2026;11;152;1672;858;814
1155;7;3;28/02/2026;7;111;777;595;182
1156;7;5;01/03/2026;15;173;2595;570;2025
1157;4;3;02/03/2026;11;161;1771;451;1320
1158;5;2;03/03/2026;16;169;2704;816;1888
1159;5;4;04/03/2026;3;58;174;159;15
1160;6;3;05/03/2026;14;164;2296;1078;1218
1161;9;4;06/03/2026;3;43;129;279;-150
1162;2;5;07/03/2026;1;41;41;40;1
1163;5;3;08/03/2026;15;128;1920;1185;735
1164;3;1;09/03/2026;1;162;162;18;144
1165;4;4;10/03/2026;17;110;1870;731;1139
1166;10;5;11/03/2026;2;135;270;30;240
1167;6;1;12/03/2026;6;61;366;384;-18
1168;8;1;13/03/2026;8;103;824;200;624
1169;1;1;14/03/2026;16;110;1760;1408;352
1170;10;1;15/03/2026;19;98;1862;1387;475
1171;8;3;16/03/2026;1;74;74;76;-2
1172;7;3;17/03/2026;3;135;405;285;120
1173;1;3;18/03/2026;3;166;498;150;348
1174;2;5;19/03/2026;5;190;950;350;600
1175;3;5;20/03/2026;12;129;1548;420;1128
1176;1;5;21/03/2026;12;175;2100;324;1776
1177;9;2;22/03/2026;13;38;494;299;195
1178;8;5;23/03/2026;9;91;819;225;594
1179;2;3;24/03/2026;7;58;406;623;-217
1180;9;3;25/03/2026;4;154;616;336;280
1181;7;2;26/03/2026;19;143;2717;285;2432
1182;9;2;27/03/2026;19;182;3458;1596;1862
1183;6;5;28/03/2026;6;172;1032;546;486
1184;6;4;29/03/2026;13;163;2119;910;1209
1185;4;2;30/03/2026;11;149;1639;495;1144
1186;10;1;31/03/2026;13;199;2587;663;1924
1187;10;3;01/04/2026;13;186;2418;793;1625
1188;2;1;02/04/2026;15;108;1620;1380;240
1189;7;3;03/04/2026;13;122;1586;793;793
1190;5;3;04/04/2026;11;33;363;913;-550
1191;6;2;05/04/2026;19;111;2109;1368;741
1192;2;2;06/04/2026;8;104;832;400;432
1193;5;1;07/04/2026;8;43;344;368;-24
1194;10;3;08/04/2026;10;160;1600;780;820
1195;4;1;09/04/2026;16;143;2288;1360;928
1196;9;4;10/04/2026;19;91;1729;1064;665
1197;6;1;11/04/2026;11;135;1485;682;803
1198;2;5;12/04/2026;13;93;1209;1144;65
1199;1;1;13/04/2026;9;131;1179;855;324
1200;5;5;14/04/2026;19;135;2565;836;1729
1201;9;5;15/04/2026;16;49;784;560;224
1202;6;5;16/04/2026;7;87;609;518;91
1203;10;4;17/04/2026;19;141;2679;513;2166
1204;7;1;18/04/2026;12;86;1032;180;852
1205;5;1;19/04/2026;15;148;2220;1185;1035
1206;10;4;20/04/2026;14;126;1764;658;1106
1207;6;3;21/04/2026;11;121;1331;572;759
1208;5;2;22/04/2026;10;81;810;390;420
1209;9;1;23/04/2026;11;66;726;440;286
1210;6;2;24/04/2026;6;37;222;546;-324
1211;8;4;25/04/2026;2;73;146;146;0
1212;2;3;26/04/2026;11;127;1397;517;880
1213;9;3;27/04/2026;19;162;3078;1045;2033
1214;5;3;28/04/2026;6;147;882;264;618
1215;7;4;29/04/2026;14;98;1372;994;378
1216;10;5;30/04/2026;6;188;1128;378;750
1217;1;5;01/05/2026;17;74;1258;1054;204
1218;10;2;02/05/2026;10;166;1660;860;800
1219;5;5;03/05/2026;1;61;61;63;-2
1220;10;5;04/05/2026;3;62;186;183;3
1221;2;3;05/05/2026;8;155;1240;560;680
1222;6;3;06/05/2026;8;96;768;632;136
1223;1;2;07/05/2026;15;59;885;390;495
1224;3;1;08/05/2026;7;143;1001;581;420
1225;5;2;09/05/2026;11;58;638;220;418
1226;4;2;10/05/2026;7;160;1120;553;567
1227;3;4;11/05/2026;4;59;236;156;80
1228;10;4;12/05/2026;12;166;1992;180;1812
1229;5;2;13/05/2026;6;183;1098;276;822
1230;8;2;14/05/2026;14;159;2226;238;1988
1231;4;2;15/05/2026;12;91;1092;756;336
1232;1;5;16/05/2026;11;32;352;363;-11
1233;7;4;17/05/2026;19;97;1843;1406;437
1234;8;2;18/05/2026;5;54;270;215;55
1235;3;3;19/05/2026;14;170;2380;896;1484
1236;6;3;20/05/2026;16;73;1168;256;912
1237;2;5;21/05/2026;13;192;2496;1131;1365
1238;7;5;22/05/2026;4;84;336;280;56
1239;8;1;23/05/2026;11;166;1826;341;1485
1240;6;1;24/05/2026;17;159;2703;1258;1445
1241;6;1;25/05/2026;7;70;490;350;140
1242;5;5;26/05/2026;14;93;1302;1050;252
1243;8;5;27/05/2026;11;60;660;341;319
1244;1;5;28/05/2026;9;76;684;567;117
1245;10;3;29/05/2026;13;159;2067;1170;897
1246;4;5;30/05/2026;18;125;2250;1332;918
1247;4;3;31/05/2026;11;106;1166;374;792
1248;3;1;01/06/2026;15;139;2085;960;1125
1249;3;1;02/06/2026;19;98;1862;323;1539
1250;4;1;03/06/2026;1;87;87;57;30
1251;1;2;04/06/2026;4;135;540;284;256
1252;2;2;05/06/2026;14;73;1022;896;126
1253;9;4;06/06/2026;14;103;1442;1148;294
1254;10;4;07/06/2026;3;85;255;285;-30
1255;2;4;08/06/2026;17;156;2652;1088;1564
1256;5;2;09/06/2026;3;191;573;153;420
1257;9;2;10/06/2026;16;59;944;960;-16
1258;9;4;11/06/2026;14;100;1400;784;616
1259;8;4;12/06/2026;13;147;1911;377;1534
1260;1;5;13/06/2026;15;84;1260;705;555
1261;1;4;14/06/2026;14;96;1344;1316;28
1262;9;5;15/06/2026;19;170;3230;475;2755
1263;8;3;16/06/2026;6;32;192;204;-12
1264;10;2;17/06/2026;10;55;550;380;170
1265;9;4;18/06/2026;15;86;1290;1170;120
1266;7;2;19/06/2026;6;155;930;564;366
1267;3;2;20/06/2026;10;181;1810;790;1020
1268;3;2;21/06/2026;7;82;574;609;-35
1269;2;3;22/06/2026;17;72;1224;1530;-306
1270;5;1;23/06/2026;18;78;1404;558;846
1271;3;4;24/06/2026;17;71;1207;1275;-68
1272;6;1;25/06/2026;9;40;360;261;99
1273;2;1;26/06/2026;10;132;1320;650;670
1274;3;1;27/06/2026;10;127;1270;410;860
1275;5;2;28/06/2026;7;175;1225;616;609
1276;1;5;29/06/2026;16;114;1824;1200;624
1277;1;2;30/06/2026;18;129;2322;1296;1026
1278;10;2;01/07/2026;6;133;798;270;528
1279;9;1;02/07/2026;1;75;75;26;49
1280;7;2;03/07/2026;1;73;73;60;13
1281;1;1;04/07/2026;12;51;612;540;72
1282;8;5;05/07/2026;2;143;286;92;194
1283;3;4;06/07/2026;4;154;616;184;432
1284;8;1;07/07/2026;17;153;2601;1139;1462
1285;5;5;08/07/2026;4;59;236;300;-64
1286;1;4;09/07/2026;11;37;407;660;-253
1287;7;3;10/07/2026;4;127;508;396;112
1288;5;1;11/07/2026;1;86;86;88;-2
1289;6;1;12/07/2026;7;140;980;658;322
1290;6;3;13/07/2026;18;102;1836;378;1458
1291;8;3;14/07/2026;9;144;1296;162;1134
1292;9;1;15/07/2026;3;49;147;198;-51
1293;2;3;16/07/2026;8;54;432;360;72
1294;9;2;17/07/2026;19;48;912;1691;-779
1295;10;4;18/07/2026;4;34;136;392;-256
1296;9;4;19/07/2026;18;104;1872;900;972
1297;10;4;20/07/2026;11;157;1727;748;979
1298;10;2;21/07/2026;14;101;1414;952;462
1299;7;3;22/07/2026;18;184;3312;558;2754
1300;1;5;23/07/2026;16;69;1104;1424;-320
1301;7;3;24/07/2026;3;55;165;132;33
1302;10;1;25/07/2026;15;56;840;540;300
1303;5;4;26/07/2026;4;112;448;228;220
1304;6;3;27/07/2026;5;157;785;205;580
1305;10;5;28/07/2026;17;199;3383;867;2516
1306;7;1;29/07/2026;7;186;1302;420;882
1307;5;2;30/07/2026;16;196;3136;784;2352
1308;7;2;31/07/2026;14;198;2772;252;2520
1309;9;5;01/08/2026;16;62;992;1504;-512
1310;3;1;02/08/2026;7;126;882;658;224
1311;8;4;03/08/2026;9;140;1260;891;369
1312;2;3;04/08/2026;4;45;180;160;20
1313;7;1;05/08/2026;11;52;572;363;209
1314;2;2;06/08/2026;2;164;328;190;138
1315;4;5;07/08/2026;12;55;660;708;-48
1316;7;5;08/08/2026;12;125;1500;480;1020
1317;3;3;09/08/2026;4;41;164;144;20
1318;2;5;10/08/2026;18;101;1818;1296;522
1319;10;5;11/08/2026;7;162;1134;539;595
1320;7;1;12/08/2026;1;135;135;42;93
1321;1;4;13/08/2026;13;146;1898;1027;871
1322;8;3;14/08/2026;6;55;330;348;-18
1323;3;1;15/08/2026;6;162;972;342;630
1324;2;4;16/08/2026;12;51;612;612;0
1325;3;1;17/08/2026;8;42;336;640;-304
1326;5;1;18/08/2026;19;185;3515;589;2926
1327;8;5;19/08/2026;5;190;950;270;680
1328;10;4;20/08/2026;18;136;2448;936;1512
1329;7;3;21/08/2026;5;52;260;495;-235
1330;7;3;22/08/2026;10;126;1260;750;510
1331;7;4;23/08/2026;1;47;47;23;24
1332;8;5;24/08/2026;10;146;1460;910;550
1333;1;2;25/08/2026;5;59;295;445;-150
1334;4;1;26/08/2026;12;55;660;900;-240
1335;6;5;27/08/2026;7;173;1211;658;553
1336;9;4;28/08/2026;9;68;612;270;342
1337;2;1;29/08/2026;12;190;2280;192;2088
1338;1;3;30/08/2026;1;183;183;86;97
1339;10;2;31/08/2026;11;195;2145;627;1518
1340;2;3;01/09/2026;15;159;2385;840;1545
1341;7;4;02/09/2026;2;142;284;182;102
1342;3;1;03/09/2026;7;163;1141;497;644
1343;10;4;04/09/2026;12;75;900;1140;-240
1344;2;1;05/09/2026;18;79;1422;1458;-36
1345;7;5;06/09/2026;3;195;585;132;453
1346;2;2;07/09/2026;7;135;945;189;756
1347;3;5;08/09/2026;11;175;1925;363;1562
1348;7;5;09/09/2026;18;184;3312;378;2934
1349;4;4;10/09/2026;12;198;2376;276;2100
1350;1;2;11/09/2026;6;101;606;582;24
1351;5;1;12/09/2026;5;103;515;340;175
1352;9;1;13/09/2026;1;46;46;96;-50
1353;8;3;14/09/2026;12;186;2232;900;1332
1354;9;1;15/09/2026;11;99;1089;176;913
1355;10;4;16/09/2026;4;179;716;256;460
1356;9;5;17/09/2026;18;35;630;1602;-972
1357;7;5;18/09/2026;4;55;220;180;40
1358;4;5;19/09/2026;17;196;3332;799;2533
1359;5;2;20/09/2026;2;169;338;184;154
1360;1;1;21/09/2026;2;128;256;188;68
1361;1;4;22/09/2026;12;171;2052;300;1752
1362;3;2;23/09/2026;6;51;306;282;24
1363;8;3;24/09/2026;10;80;800;210;590
1364;2;4;25/09/2026;16;180;2880;720;2160
1365;4;4;26/09/2026;14;133;1862;868;994
1366;2;4;27/09/2026;7;118;826;427;399
1367;5;5;28/09/2026;19;170;3230;1748;1482
1368;9;4;29/09/2026;17;167;2839;1139;1700
1369;1;1;30/09/2026;9;38;342;846;-504
1370;5;4;01/10/2026;13;108;1404;429;975
1371;9;5;02/10/2026;5;81;405;475;-70
1372;1;4;03/10/2026;5;159;795;100;695
1373;9;3;04/10/2026;10;182;1820;630;1190
1374;8;3;05/10/2026;10;42;420;870;-450
1375;4;5;06/10/2026;7;80;560;448;112
1376;10;1;07/10/2026;15;63;945;1425;-480
1377;5;1;08/10/2026;7;64;448;182;266
1378;5;2;09/10/2026;15;160;2400;555;1845
1379;6;5;10/10/2026;3;149;447;204;243
1380;7;4;11/10/2026;19;99;1881;1577;304
1381;8;5;12/10/2026;10;176;1760;730;1030
1382;8;2;13/10/2026;15;96;1440;750;690
1383;2;5;14/10/2026;3;132;396;51;345
1384;9;5;15/10/2026;6;102;612;432;180
1385;7;2;16/10/2026;12;145;1740;828;912
1386;4;1;17/10/2026;15;162;2430;1065;1365
1387;4;4;18/10/2026;6;96;576;186;390
1388;8;2;19/10/2026;13;168;2184;689;1495
1389;4;3;20/10/2026;19;150;2850;1558;1292
1390;6;1;21/10/2026;3;123;369;207;162
1391;5;3;22/10/2026;8;158;1264;472;792
1392;3;1;23/10/2026;8;120;960;720;240
1393;10;4;24/10/2026;15;121;1815;225;1590
1394;2;4;25/10/2026;4;92;368;140;228
1395;9;5;26/10/2026;19;58;1102;1843;-741
1396;10;3;27/10/2026;3;41;123;105;18
1397;9;1;28/10/2026;13;106;1378;858;520
1398;1;4;29/10/2026;8;70;560;768;-208
1399;10;2;30/10/2026;16;159;2544;912;1632
1400;3;4;31/10/2026;13;66;858;858;0
1401;8;2;01/11/2026;3;53;159;243;-84
1402;6;1;02/11/2026;16;128;2048;928;1120
1403;5;4;03/11/2026;9;179;1611;414;1197
1404;5;4;04/11/2026;14;129;1806;336;1470
1405;6;1;05/11/2026;13;168;2184;1014;1170
1406;7;4;06/11/2026;7;87;609;651;-42
1407;1;2;07/11/2026;15;58;870;1245;-375
1408;9;4;08/11/2026;7;192;1344;574;770
1409;3;3;09/11/2026;6;172;1032;252;780
1410;4;5;10/11/2026;2;89;178;134;44
1411;10;2;11/11/2026;9;124;1116;585;531
1412;1;3;12/11/2026;17;71;1207;1139;68
1413;10;1;13/11/2026;5;72;360;90;270
1414;3;2;14/11/2026;12;103;1236;1116;120
1415;2;5;15/11/2026;1;189;189;31;158
1416;2;5;16/11/2026;10;93;930;810;120
1417;1;1;17/11/2026;11;31;341;968;-627
1418;8;1;18/11/2026;16;181;2896;976;1920
1419;3;2;19/11/2026;14;95;1330;980;350
1420;3;4;20/11/2026;8;195;1560;296;1264
1421;6;1;21/11/2026;17;60;1020;544;476
1422;8;4;22/11/2026;18;144;2592;270;2322
1423;9;3;23/11/2026;12;55;660;588;72
1424;9;5;24/11/2026;17;58;986;1326;-340
1425;4;4;25/11/2026;14;107;1498;1008;490
1426;5;5;26/11/2026;16;54;864;1168;-304
1427;2;4;27/11/2026;14;77;1078;210;868
1428;9;3;28/11/2026;9;94;846;153;693
1429;8;1;29/11/2026;4;96;384;324;60
1430;3;3;30/11/2026;11;119;1309;561;748
1431;9;1;01/12/2026;6;175;1050;582;468
1432;3;1;02/12/2026;15;166;2490;645;1845
1433;9;5;03/12/2026;5;67;335;235;100
1434;2;3;04/12/2026;11;116;1276;825;451
1435;10;4;05/12/2026;18;178;3204;324;2880
1436;9;3;06/12/2026;13;94;1222;364;858
1437;8;5;07/12/2026;11;178;1958;517;1441
1438;9;1;08/12/2026;14;56;784;504;280
1439;5;5;09/12/2026;18;135;2430;1116;1314
1440;2;2;10/12/2026;19;152;2888;323;2565
1441;8;2;11/12/2026;15;73;1095;1485;-390
1442;6;4;12/12/2026;9;129;1161;333;828
1443;8;5;13/12/2026;8;57;456;656;-200
1444;5;4;14/12/2026;1;46;46;35;11
1445;10;4;15/12/2026;4;156;624;228;396
1446;2;2;16/12/2026;14;152;2128;1386;742
1447;6;4;17/12/2026;2;197;394;80;314
1448;5;2;18/12/2026;16;160;2560;880;1680
1449;5;1;19/12/2026;3;105;315;156;159
1450;1;5;20/12/2026;8;75;600;200;400
1451;2;4;21/12/2026;6;187;1122;258;864
1452;8;2;22/12/2026;16;98;1568;1184;384
1453;3;3;23/12/2026;16;166;2656;1296;1360
1454;10;4;24/12/2026;7;114;798;553;245
1455;3;1;25/12/2026;13;40;520;975;-455
1456;8;1;26/12/2026;13;98;1274;429;845
1457;8;3;27/12/2026;5;128;640;300;340
1458;2;2;28/12/2026;18;120;2160;1134;1026
1459;8;4;29/12/2026;15;188;2820;540;2280
1460;1;2;30/12/2026;18;190;3420;1656;1764
1461;6;1;31/12/2026;2;196;392;142;250
1462;8;2;01/01/2027;10;123;1230;280;950
1463;3;1;02/01/2027;13;194;2522;754;1768
1464;8;2;03/01/2027;18;144;2592;540;2052
1465;1;3;04/01/2027;15;60;900;1365;-465
1466;9;5;05/01/2027;12;40;480;312;168
1467;9;3;06/01/2027;15;116;1740;1035;705
1468;5;3;07/01/2027;13;150;1950;845;1105
1469;10;5;08/01/2027;18;159;2862;954;1908
1470;4;5;09/01/2027;15;134;2010;705;1305
1471;6;4;10/01/2027;11;56;616;517;99
1472;7;4;11/01/2027;19;31;589;817;-228
1473;5;3;12/01/2027;3;132;396;249;147
1474;10;3;13/01/2027;7;130;910;588;322
1475;9;1;14/01/2027;14;50;700;630;70
1476;3;1;15/01/2027;14;87;1218;1316;-98
1477;7;4;16/01/2027;13;162;2106;585;1521
1478;10;4;17/01/2027;12;114;1368;720;648
1479;10;1;18/01/2027;9;122;1098;819;279
1480;5;1;19/01/2027;1;49;49;66;-17
1481;7;2;20/01/2027;19;90;1710;456;1254
1482;2;2;21/01/2027;11;67;737;968;-231
1483;4;1;22/01/2027;19;177;3363;1045;2318
1484;2;2;23/01/2027;18;54;972;1638;-666
1485;7;5;24/01/2027;12;159;1908;204;1704
1486;2;4;25/01/2027;1;150;150;73;77
1487;1;4;26/01/2027;19;189;3591;1254;2337
1488;9;1;27/01/2027;17;55;935;816;119
1489;1;3;28/01/2027;5;198;990;315;675
1490;8;1;29/01/2027;3;96;288;126;162
1491;2;2;30/01/2027;2;30;60;194;-134
1492;8;3;31/01/2027;3;80;240;81;159
1493;3;2;01/02/2027;8;34;272;664;-392
1494;6;5;02/02/2027;16;42;672;1296;-624
1495;3;2;03/02/2027;6;176;1056;450;606
1496;7;5;04/02/2027;13;169;2197;962;1235
1497;10;5;05/02/2027;16;77;1232;1360;-128
1498;9;2;06/02/2027;16;182;2912;608;2304
1499;2;2;07/02/2027;3;86;258;231;27
1500;5;5;08/02/2027;13;144;1872;975;897
1501;6;3;09/02/2027;14;64;896;518;378
1502;4;5;10/02/2027;8;105;840;352;488
1503;4;4;11/02/2027;12;123;1476;888;588
1504;4;5;12/02/2027;8;34;272;256;16
1505;2;3;13/02/2027;9;51;459;630;-171
1506;4;4;14/02/2027;1;132;132;67;65
1507;1;1;15/02/2027;6;160;960;126;834
1508;6;1;16/02/2027;19;153;2907;1577;1330
1509;1;3;17/02/2027;11;82;902;946;-44
1510;10;5;18/02/2027;11;188;2068;1023;1045
1511;6;2;19/02/2027;13;98;1274;858;416
1512;1;3;20/02/2027;11;133;1463;198;1265
1513;6;4;21/02/2027;18;190;3420;864;2556
1514;10;4;22/02/2027;15;45;675;1245;-570
1515;8;1;23/02/2027;1;145;145;47;98
1516;2;4;24/02/2027;7;105;735;581;154
1517;2;3;25/02/2027;13;138;1794;676;1118
1518;4;4;26/02/2027;12;68;816;480;336
1519;3;3;27/02/2027;18;118;2124;270;1854
1520;4;2;28/02/2027;19;141;2679;342;2337
1521;7;1;01/03/2027;15;76;1140;795;345
1522;1;4;02/03/2027;8;166;1328;544;784
1523;6;3;03/03/2027;19;157;2983;893;2090
1524;3;5;04/03/2027;10;106;1060;470;590
1525;10;1;05/03/2027;7;44;308;602;-294
1526;7;2;06/03/2027;18;65;1170;612;558
1527;10;3;07/03/2027;16;92;1472;480;992
1528;2;2;08/03/2027;6;98;588;210;378
1529;2;2;09/03/2027;9;198;1782;531;1251
1530;4;4;10/03/2027;13;103;1339;1248;91
1531;1;4;11/03/2027;8;53;424;608;-184
1532;3;3;12/03/2027;16;78;1248;720;528
1533;9;5;13/03/2027;13;175;2275;728;1547
1534;7;3;14/03/2027;13;36;468;338;130
1535;7;5;15/03/2027;17;33;561;1343;-782
1536;4;2;16/03/2027;5;119;595;435;160
1537;2;1;17/03/2027;17;89;1513;289;1224
1538;4;3;18/03/2027;9;84;756;207;549
1539;6;3;19/03/2027;2;45;90;130;-40
1540;3;5;20/03/2027;18;58;1044;540;504
1541;1;2;21/03/2027;9;180;1620;828;792
1542;8;2;22/03/2027;6;43;258;102;156
1543;5;5;23/03/2027;11;108;1188;418;770
1544;5;2;24/03/2027;6;62;372;522;-150
1545;4;4;25/03/2027;6;182;1092;162;930
1546;6;1;26/03/2027;13;50;650;208;442
1547;3;3;27/03/2027;11;174;1914;935;979
1548;9;1;28/03/2027;14;52;728;490;238
1549;5;3;29/03/2027;2;86;172;66;106
1550;3;4;30/03/2027;8;171;1368;488;880
1551;1;2;31/03/2027;3;122;366;108;258
1552;10;5;01/04/2027;3;49;147;267;-120
1553;6;4;02/04/2027;1;187;187;47;140
1554;2;1;03/04/2027;19;48;912;874;38
1555;3;5;04/04/2027;18;132;2376;1404;972
1556;1;2;05/04/2027;17;106;1802;1683;119
1557;9;4;06/04/2027;13;180;2340;689;1651
1558;8;5;07/04/2027;3;62;186;294;-108
1559;2;4;08/04/2027;1;47;47;86;-39
1560;8;4;09/04/2027;4;102;408;224;184
1561;9;2;10/04/2027;13;190;2470;299;2171
1562;1;3;11/04/2027;17;189;3213;663;2550
1563;5;5;12/04/2027;11;46;506;176;330
1564;8;2;13/04/2027;2;48;96;66;30
1565;2;4;14/04/2027;16;99;1584;544;1040
1566;4;2;15/04/2027;2;149;298;168;130
1567;7;3;16/04/2027;19;130;2470;589;1881
1568;3;5;17/04/2027;19;63;1197;1558;-361
1569;5;3;18/04/2027;16;113;1808;1568;240
1570;8;1;19/04/2027;19;182;3458;323;3135
1571;10;5;20/04/2027;9;103;927;585;342
1572;3;3;21/04/2027;1;117;117;96;21
1573;4;4;22/04/2027;10;114;1140;400;740
1574;9;5;23/04/2027;19;40;760;1330;-570
1575;7;5;24/04/2027;1;120;120;78;42
1576;1;2;25/04/2027;2;173;346;44;302
1577;4;4;26/04/2027;16;156;2496;1520;976
1578;4;1;27/04/2027;12;142;1704;612;1092
1579;9;3;28/04/2027;8;109;872;328;544
1580;6;2;29/04/2027;18;36;648;1062;-414
1581;9;3;30/04/2027;2;45;90;36;54
1582;6;1;01/05/2027;13;45;585;663;-78
1583;6;1;02/05/2027;6;197;1182;510;672
1584;5;5;03/05/2027;6;41;246;282;-36
1585;5;1;04/05/2027;9;64;576;405;171
1586;2;3;05/05/2027;16;50;800;1104;-304
1587;8;4;06/05/2027;11;46;506;286;220
1588;8;4;07/05/2027;7;61;427;175;252
1589;1;5;08/05/2027;10;70;700;860;-160
1590;8;3;09/05/2027;10;163;1630;460;1170
1591;5;3;10/05/2027;18;56;1008;1278;-270
1592;2;1;11/05/2027;9;177;1593;468;1125
1593;2;3;12/05/2027;15;182;2730;1110;1620
1594;6;2;13/05/2027;4;95;380;132;248
1595;9;1;14/05/2027;8;166;1328;784;544
1596;1;2;15/05/2027;9;121;1089;630;459
1597;6;5;16/05/2027;13;90;1170;364;806
1598;9;4;17/05/2027;9;195;1755;423;1332
1599;8;5;18/05/2027;4;32;128;96;32
1600;6;4;19/05/2027;17;132;2244;1598;646
1601;3;5;20/05/2027;16;84;1344;1248;96
1602;8;3;21/05/2027;15;30;450;1170;-720
1603;9;2;22/05/2027;3;130;390;228;162
1604;1;4;23/05/2027;5;74;370;410;-40
1605;9;1;24/05/2027;5;55;275;285;-10
1606;6;2;25/05/2027;15;150;2250;1410;840
1607;6;1;26/05/2027;18;171;3078;1314;1764
1608;4;2;27/05/2027;15;75;1125;990;135
1609;1;2;28/05/2027;2;151;302;66;236
1610;10;5;29/05/2027;13;60;780;455;325
1611;8;4;30/05/2027;4;88;352;144;208
1612;2;4;31/05/2027;10;58;580;230;350
1613;1;2;01/06/2027;13;135;1755;299;1456
1614;2;3;02/06/2027;10;46;460;870;-410
1615;1;3;03/06/2027;9;171;1539;369;1170
1616;1;1;04/06/2027;8;193;1544;248;1296
1617;9;1;05/06/2027;3;53;159;174;-15
1618;1;5;06/06/2027;16;138;2208;944;1264
1619;4;2;07/06/2027;14;120;1680;308;1372
1620;10;1;08/06/2027;9;54;486;846;-360
1621;6;1;09/06/2027;11;61;671;352;319
1622;7;2;10/06/2027;3;145;435;141;294
1623;2;5;11/06/2027;5;111;555;75;480
1624;6;1;12/06/2027;10;139;1390;900;490
1625;7;5;13/06/2027;13;175;2275;260;2015
1626;10;4;14/06/2027;4;66;264;220;44
1627;10;5;15/06/2027;13;55;715;897;-182
1628;2;3;16/06/2027;12;166;1992;228;1764
1629;2;3;17/06/2027;5;93;465;365;100
1630;10;5;18/06/2027;10;101;1010;940;70
1631;7;3;19/06/2027;9;177;1593;288;1305
1632;1;4;20/06/2027;7;135;945;441;504
1633;8;2;21/06/2027;2;115;230;192;38
1634;3;3;22/06/2027;7;187;1309;553;756
1635;6;3;23/06/2027;8;82;656;776;-120
1636;9;5;24/06/2027;7;121;847;476;371
1637;6;4;25/06/2027;14;128;1792;1050;742
1638;9;2;26/06/2027;19;40;760;418;342
1639;7;5;27/06/2027;5;60;300;85;215
1640;9;5;28/06/2027;18;129;2322;702;1620
1641;2;4;29/06/2027;12;116;1392;996;396
1642;8;2;30/06/2027;17;176;2992;1173;1819
1643;8;4;01/07/2027;13;169;2197;702;1495
1644;2;2;02/07/2027;2;44;88;194;-106
1645;4;4;03/07/2027;13;188;2444;1248;1196
1646;7;5;04/07/2027;7;130;910;448;462
1647;4;5;05/07/2027;10;194;1940;470;1470
1648;4;1;06/07/2027;6;58;348;192;156
1649;6;3;07/07/2027;3;143;429;213;216
1650;10;4;08/07/2027;3;136;408;90;318
1651;6;1;09/07/2027;18;183;3294;1692;1602
1652;10;3;10/07/2027;11;137;1507;572;935
1653;3;4;11/07/2027;5;159;795;275;520
1654;9;2;12/07/2027;19;113;2147;399;1748
1655;10;3;13/07/2027;19;44;836;1748;-912
1656;2;5;14/07/2027;15;161;2415;1005;1410
1657;6;1;15/07/2027;16;79;1264;1232;32
1658;7;3;16/07/2027;9;195;1755;414;1341
1659;9;3;17/07/2027;4;52;208;208;0
1660;3;5;18/07/2027;15;88;1320;540;780
1661;10;4;19/07/2027;12;119;1428;360;1068
1662;3;2;20/07/2027;3;144;432;198;234
1663;7;5;21/07/2027;14;104;1456;602;854
1664;4;2;22/07/2027;17;185;3145;510;2635
1665;8;4;23/07/2027;19;152;2888;1710;1178
1666;7;3;24/07/2027;6;165;990;186;804
1667;5;2;25/07/2027;4;186;744;312;432
1668;7;1;26/07/2027;7;168;1176;189;987
1669;3;1;27/07/2027;19;47;893;1634;-741
1670;2;5;28/07/2027;17;79;1343;1190;153
1671;6;4;29/07/2027;16;171;2736;304;2432
1672;2;5;30/07/2027;15;147;2205;390;1815
1673;3;5;31/07/2027;8;166;1328;440;888
1674;6;5;01/08/2027;19;168;3192;323;2869
1675;5;1;02/08/2027;8;137;1096;376;720
1676;8;1;03/08/2027;18;96;1728;1152;576
1677;9;5;04/08/2027;16;196;3136;1120;2016
1678;3;1;05/08/2027;19;107;2033;437;1596
1679;10;4;06/08/2027;10;185;1850;960;890
1680;3;5;07/08/2027;17;104;1768;1088;680
1681;3;1;08/08/2027;13;68;884;559;325
1682;6;2;09/08/2027;13;54;702;689;13
1683;1;5;10/08/2027;7;50;350;413;-63
1684;7;5;11/08/2027;10;167;1670;310;1360
1685;1;4;12/08/2027;2;44;88;140;-52
1686;5;3;13/08/2027;4;77;308;240;68
1687;10;3;14/08/2027;6;115;690;486;204
1688;8;4;15/08/2027;18;178;3204;1494;1710
1689;4;4;16/08/2027;6;145;870;168;702
1690;5;4;17/08/2027;17;79;1343;1377;-34
1691;4;3;18/08/2027;14;180;2520;518;2002
1692;4;4;19/08/2027;11;170;1870;825;1045
1693;8;1;20/08/2027;19;98;1862;703;1159
1694;2;5;21/08/2027;2;33;66;82;-16
1695;1;5;22/08/2027;3;107;321;204;117
1696;3;2;23/08/2027;11;38;418;264;154
1697;9;2;24/08/2027;6;150;900;546;354
1698;4;5;25/08/2027;14;144;2016;420;1596
1699;10;1;26/08/2027;19;192;3648;1045;2603
1700;5;3;27/08/2027;16;130;2080;1104;976
1701;2;3;28/08/2027;7;178;1246;525;721
1702;4;1;29/08/2027;8;175;1400;760;640
1703;2;3;30/08/2027;19;126;2394;1197;1197
