id,gen,name,form,type_1,type_2,hp,atk,def,sp_atk,sp_def,spd,pml,bst_rpg
737,7,charjabug,,bug,electric,43,4,5,3,4,4,,63
738,7,vikavolt,,bug,electric,58,4,5,7,4,4,,82
739,7,crabrawler,,fighting,,35,4,3,2,2,6,,52
740,7,crabominable,,fighting,ice,73,7,4,3,3,4,,94
741,7,oricorio,baile style,fire,flying,56,4,4,5,4,9,,82
741,7,oricorio,pom-pom style,electric,flying,56,4,4,5,4,9,,82
741,7,oricorio,pa'u style,psychic,flying,56,4,4,5,4,9,,82
741,7,oricorio,sensu style,ghost,flying,56,4,4,5,4,9,,82
742,7,cutiefly,,bug,fairy,30,2,2,3,2,8,,47
743,7,ribombee,,bug,fairy,45,3,3,5,4,12,,72
744,7,rockruff,,rock,,34,3,2,2,2,6,,49
744,7,rockruff,own tempo rockruff,rock,,34,3,2,2,2,6,,49
745,7,lycanroc,midday form,rock,,56,6,3,3,3,11,,82
745,7,lycanroc,midnight form,rock,,64,6,4,3,4,8,,89
745,7,lycanroc,dusk form,rock,,56,6,3,3,3,11,,82
746,7,wishiwashi,solo form,water,,34,1,1,1,1,4,,42
746,7,wishiwashi,school form,water,,34,7,7,7,7,3,,65
747,7,mareanie,,poison,water,38,3,3,2,3,5,,54
748,7,toxapex,,poison,water,38,3,8,3,7,4,,63
749,7,mudbray,,ground,,53,5,4,2,3,5,,72
750,7,mudsdale,,ground,,75,6,5,3,4,4,,97
751,7,dewpider,,water,bug,29,2,3,2,4,3,,43
752,7,araquanid,,water,bug,51,4,5,3,7,4,,74
753,7,fomantis,,grass,,30,3,2,3,2,4,,44
754,7,lurantis,,grass,,53,5,5,4,5,5,,77
755,7,morelull,,grass,fairy,30,2,3,3,4,2,,44
756,7,shiinotic,,grass,fairy,45,2,4,5,5,3,,64
757,7,salandit,,poison,fire,36,2,2,4,2,8,,54
758,7,salazzle,,poison,fire,51,3,3,6,3,12,,78
759,7,stufful,,normal,fighting,53,4,3,2,3,5,,70
760,7,bewear,,normal,fighting,90,6,4,3,3,6,,112
761,7,bounsweet,,grass,,32,2,2,2,2,3,,43
762,7,steenee,,grass,,39,2,2,2,2,6,,53
763,7,tsareena,,grass,,54,6,5,3,5,7,,80
764,7,comfey,,fairy,,38,3,5,4,6,10,,66
765,7,oranguru,,normal,psychic,68,3,4,5,6,6,,92
766,7,passimian,,fighting,,75,6,5,2,3,8,,99
767,7,wimpod,,bug,water,19,2,2,1,2,8,,34
768,7,golisopod,,bug,water,56,6,7,3,5,4,,81
769,7,sandygast,,ghost,ground,41,3,4,4,2,2,,56
770,7,palossand,,ghost,ground,64,4,6,5,4,4,,87
771,7,pyukumuku,,water,,41,3,7,2,7,1,,61
772,7,type: null,,normal,,71,5,5,5,5,6,,97
773,7,silvally,,normal,,71,5,5,5,5,10,,101
774,7,minior,meteor form,rock,flying,45,3,5,3,5,6,,67
774,7,minior,core form,rock,flying,45,5,3,5,3,12,,73
775,7,komala,,normal,,49,6,3,4,5,7,,74
776,7,turtonator,,fire,dragon,45,4,7,5,4,4,,69
777,7,togedemaru,,electric,steel,49,5,3,2,4,10,,73
778,7,mimikyu,,ghost,fairy,41,5,4,3,5,10,,68
779,7,bruxish,,water,psychic,51,5,4,4,4,9,,77
780,7,drampa,,normal,dragon,59,3,4,7,5,4,,82
781,7,dhelmise,,ghost,grass,53,7,5,4,5,4,,78
782,7,jangmo-o,,dragon,,34,3,3,2,2,5,psd_leg,49
783,7,hakamo-o,,dragon,fighting,41,4,5,3,4,7,psd_leg,64
784,7,kommo-o,,dragon,fighting,56,6,6,5,5,9,psd_leg,87
785,7,tapu koko,,electric,fairy,53,6,4,5,4,13,leg,85
786,7,tapu lele,,psychic,fairy,53,4,4,7,6,10,leg,84
787,7,tapu bulu,,grass,fairy,53,7,6,4,5,8,leg,83
788,7,tapu fini,,water,fairy,53,4,6,5,7,9,leg,84
789,7,cosmog,,psychic,,32,1,2,1,2,4,,42
790,7,cosmoem,,psychic,,32,1,7,1,7,4,,52
791,7,solgaleo,,psychic,steel,103,7,5,6,4,10,leg,135
792,7,lunala,,psychic,ghost,103,6,4,7,5,10,leg,135
793,7,nihilego,,rock,poison,82,3,2,6,7,10,,110
794,7,buzzwole,,bug,fighting,80,7,7,3,3,8,,108
795,7,pheromosa,,bug,fighting,53,7,2,7,2,15,,86
796,7,xurkitree,,electric,,62,4,4,9,4,8,,91
797,7,celesteela,,steel,flying,73,5,5,5,5,6,,99
798,7,kartana,,grass,steel,44,9,7,3,2,11,,76
799,7,guzzlord,,dark,dragon,167,5,3,5,3,4,,187
800,7,necrozma,,psychic,,73,5,5,6,4,8,leg,101
800,7,necrozma,dusk mane necrozma,psychic,steel,73,8,6,6,5,8,leg,106
800,7,necrozma,dawn wings necrozma,psychic,ghost,73,6,5,8,6,8,leg,106
800,7,necrozma,ultra necrozma,psychic,dragon,73,8,5,8,5,13,leg,112
801,7,magearna,,steel,fairy,60,5,6,7,6,7,myth,91
802,7,marshadow,,fighting,ghost,68,6,4,5,5,13,myth,101
803,7,poipole,,poison,,50,4,3,4,3,7,,71
804,7,naganadel,,poison,dragon,55,4,4,6,4,12,,85
805,7,stakataka,,rock,steel,46,7,11,3,5,1,,73
806,7,blacephalon,,fire,ghost,40,6,3,8,4,11,,72
807,7,zeraora,,electric,,66,6,4,5,4,14,myth,99
808,7,meltan,,steel,,35,3,3,3,2,3,,49
809,7,melmetal,,steel,,101,7,7,4,3,3,,125
810,8,grookey,,grass,,38,3,3,2,2,7,,55
811,8,thwackey,,grass,,53,4,4,3,3,8,,75
812,8,rillaboom,,grass,,75,6,5,3,4,9,,102
813,8,scorbunny,,fire,,38,4,2,2,2,7,,55
814,8,raboot,,fire,,49,4,3,3,3,9,,71
815,8,cinderace,,fire,,60,6,4,3,4,12,,89
816,8,sobble,,water,,38,2,2,4,2,7,,55
817,8,drizzile,,water,,49,3,3,5,3,9,,72
818,8,inteleon,,water,,53,4,3,6,3,12,,81
819,8,skwovet,,normal,,53,3,3,2,2,3,,66
820,8,greedent,,normal,,90,5,5,3,4,2,,109
821,8,rookidee,,flying,,29,2,2,2,2,6,,43
822,8,corvisquire,,flying,,51,3,3,2,3,8,,70
823,8,corviknight,,flying,steel,74,4,5,3,4,7,,97
824,8,blipbug,,bug,,19,1,1,1,2,5,,29
825,8,dottler,,bug,psychic,38,2,4,3,5,3,,55
826,8,orbeetle,,bug,psychic,45,2,6,4,6,9,,72
827,8,nickit,,dark,,30,1,1,2,3,5,,42
828,8,thievul,,dark,,53,3,3,4,5,9,,77
829,8,gossifleur,,grass,,30,2,3,2,3,1,,41
830,8,eldegoss,,grass,,45,3,5,4,6,6,,69
831,8,wooloo,,normal,,32,2,3,2,2,5,,46
832,8,dubwool,,normal,,54,4,5,3,5,9,,80
833,8,chewtle,,water,,38,3,3,2,2,4,,52
834,8,drednaw,,water,rock,68,6,5,2,3,7,,91
835,8,yamper,,electric,,44,2,3,2,3,3,,57
836,8,boltund,,electric,,52,5,3,5,3,12,,80
837,8,rolycoly,,rock,,23,2,3,2,3,3,,36
838,8,carkol,,rock,fire,60,3,5,3,4,5,,80
839,8,coalossal,,rock,fire,83,4,6,4,5,3,,105
840,8,applin,,grass,dragon,30,2,4,2,2,2,,42
841,8,flapple,,grass,dragon,53,6,4,5,3,7,,78
842,8,appletun,,grass,dragon,83,4,4,5,4,3,,103
843,8,silicobra,,ground,,39,3,4,2,3,5,,56
844,8,sandaconda,,ground,,54,5,6,3,4,7,,79
845,8,cramorant,,flying,water,53,4,3,4,5,9,,78
846,8,arrokuda,,water,,31,3,2,2,2,7,,47
847,8,barraskewda,,water,,46,6,3,3,3,14,,75
848,8,toxel,,electric,poison,30,2,2,3,2,4,,43
849,8,toxtricity,amped form,electric,poison,56,5,4,6,4,8,,83
849,8,toxtricity,low key form,electric,poison,56,5,4,6,4,8,,83
850,8,sizzlipede,,fire,bug,38,3,2,3,3,5,,54
851,8,centiskorch,,fire,bug,75,6,3,5,5,7,,101
852,8,clobbopus,,fighting,,38,3,3,3,3,3,,53
853,8,grapploct,,fighting,,60,6,5,4,4,4,,83
854,8,sinistea,,ghost,,30,2,2,4,3,5,,46
855,8,polteageist,,ghost,,45,3,3,7,6,7,,71
856,8,hatenna,,psychic,,32,2,2,3,3,4,,46
857,8,hattrem,,psychic,,43,2,3,4,4,5,,61
858,8,hatterene,,psychic,fairy,43,5,5,7,5,3,,68
859,8,impidimp,,dark,fairy,34,2,2,3,2,5,,48
860,8,morgrem,,dark,fairy,49,3,2,4,3,7,,68
861,8,grimmsnarl,,dark,fairy,71,6,3,5,4,6,,95
862,8,obstagoon,,dark,normal,70,5,5,3,4,10,,97
863,8,perrserker,,steel,,53,6,5,3,3,5,,75
864,8,cursola,,ghost,,45,5,3,7,7,3,,70
865,8,sirfetch'd,,fighting,,47,7,5,3,4,7,,73
866,8,mr. rime,,ice,psychic,60,4,4,6,5,7,,86
867,8,runerigus,,ground,ghost,44,5,7,3,5,3,,67
868,8,milcery,,fairy,,34,2,2,3,3,3,,47
869,8,alcremie,,fairy,,49,3,4,6,6,6,,74
870,8,falinks,,fighting,,49,5,5,4,3,8,,74
871,8,pincurchin,,electric,,36,5,5,5,4,2,,57
872,8,snom,,ice,bug,23,1,2,2,2,2,,32
873,8,frosmoth,,ice,bug,53,3,3,6,5,7,,77
874,8,stonjourner,,rock,,75,6,7,1,1,7,,97
875,8,eiscue,ice face,ice,,56,4,6,3,5,5,,79
875,8,eiscue,noice face,ice,,56,4,4,3,3,13,,83
876,8,indeedee,male,psychic,normal,45,3,3,5,5,10,,71
876,8,indeedee,female,psychic,normal,53,3,3,5,5,9,,78
877,8,morpeko,full belly mode,electric,dark,44,5,3,4,3,10,,69
877,8,morpeko,hangry mode,electric,dark,44,5,3,4,3,10,,69
878,8,cufant,,steel,,54,4,2,2,2,4,,68
879,8,copperajah,,steel,,92,7,3,4,3,3,,112
880,8,dracozolt,,electric,dragon,68,5,5,4,4,8,,94
881,8,arctozolt,,electric,ice,68,5,5,5,4,6,,93
882,8,dracovish,,water,dragon,68,5,5,4,4,8,,94
883,8,arctovish,,water,ice,68,5,5,4,5,6,,93
884,8,duraludon,,steel,dragon,53,5,6,6,3,9,,82
885,8,dreepy,,dragon,ghost,21,3,2,2,2,8,psd_leg,38
886,8,drakloak,,dragon,ghost,51,4,3,3,3,10,psd_leg,74
887,8,dragapult,,dragon,ghost,66,6,4,5,4,14,psd_leg,99
888,8,zacian,hero of many battles,fairy,,69,6,6,4,6,14,leg,105
888,8,zacian,crowned sword,fairy,steel,69,8,6,4,6,15,leg,108
889,8,zamazenta,hero of many battles,fighting,,69,6,6,4,6,14,leg,105
889,8,zamazenta,crowned shield,fighting,steel,69,6,7,4,7,13,leg,106
890,8,eternatus,,poison,dragon,105,4,5,7,5,13,leg,139
890,8,eternatus,eternamax,poison,dragon,191,6,13,6,13,13,leg,242
891,8,kubfu,,fighting,,45,5,3,3,3,7,leg,66
892,8,urshifu,single strike style,fighting,dark,75,7,5,3,3,10,leg,103
892,8,urshifu,rapid strike style,fighting,water,75,7,5,3,3,10,leg,103
893,8,zarude,,dark,grass,79,6,5,4,5,11,myth,110
894,8,regieleki,,electric,,60,5,3,5,3,20,leg,96
895,8,regidrago,,dragon,,150,5,3,5,3,8,leg,174
896,8,glastrier,,ice,,75,7,7,3,6,3,,101
897,8,spectrier,,ghost,,75,3,3,7,4,13,,105
898,8,calyrex,,psychic,grass,75,4,4,4,4,8,myth,99
898,8,calyrex,ice rider,psychic,ice,75,8,8,4,7,5,myth,107
898,8,calyrex,shadow rider,psychic,ghost,75,4,4,8,5,15,myth,111
899,8,wyrdeer,,normal,psychic,77,5,4,5,4,7,,102
900,8,kleavor,,bug,rock,53,7,5,2,4,9,,80
901,8,ursaluna,,ground,normal,98,7,5,2,4,5,,121
901,9,ursaluna,bloodmoon,ground,normal,85,4,6,7,3,5,,110
902,8,basculegion,male,water,ghost,90,6,3,4,4,8,,115
902,8,basculegion,female,water,ghost,90,5,3,5,4,8,,115
903,8,sneasler,,fighting,poison,60,7,3,2,4,12,,88
904,8,overqwil,,dark,poison,64,6,5,3,3,9,,90
905,8,enamorus,incarnate forme,fairy,flying,56,6,4,7,4,11,,88
905,8,enamorus,therian forme,fairy,flying,56,6,6,7,5,5,,85
906,9,sprigatito,,grass,,30,3,3,2,2,7,,47
907,9,floragato,,grass,,46,4,3,3,3,8,,67
908,9,meowscarada,,grass,dark,57,6,4,4,4,12,,87
909,9,fuecoco,,fire,,50,2,3,3,2,4,,64
910,9,crocalor,,fire,,61,3,4,5,3,5,,81
911,9,skeledirge,,fire,ghost,78,4,5,6,4,7,,104
912,9,quaxly,,water,,41,3,2,3,2,5,,56
913,9,quaxwell,,water,,53,4,3,3,3,7,,73
914,9,quaquaval,,water,fighting,64,6,4,4,4,9,,91
915,9,lechonk,,normal,,41,2,2,2,2,4,,53
916,9,oinkologne,male,normal,,83,5,4,3,4,7,,106
916,9,oinkologne,female,normal,,86,5,4,3,5,7,,110
917,9,tarountula,,bug,,26,2,2,1,2,2,,35
918,9,spidops,,bug,,45,4,5,3,4,4,,65
919,9,nymble,,bug,,25,2,2,1,1,5,,36
920,9,lokix,,bug,dark,53,5,4,3,3,9,,77
921,9,pawmi,,electric,,34,3,1,2,1,6,,47
922,9,pawmo,,electric,fighting,45,4,2,3,2,9,,65
923,9,pawmot,,electric,fighting,53,6,4,4,3,11,,81
924,9,tandemaus,,normal,,38,3,2,2,2,8,,55
925,9,maushold,family of four,normal,,56,4,4,3,4,11,,82
925,9,maushold,family of three,normal,,56,4,4,3,4,11,,82
926,9,fidough,,fairy,,28,3,4,2,3,7,,47
927,9,dachsbun,,fairy,,43,4,6,3,4,10,,70
928,9,smoliv,,grass,normal,31,2,2,3,3,3,,44
929,9,dolliv,,grass,normal,39,3,3,4,4,3,,56
930,9,arboliva,,grass,normal,59,3,5,6,5,4,,82
931,9,squawkabilly,green plumage,normal,flying,62,5,3,2,3,9,,84
931,9,squawkabilly,blue plumage,normal,flying,62,5,3,2,3,9,,84
931,9,squawkabilly,yellow plumage,normal,flying,62,5,3,2,3,9,,84
931,9,squawkabilly,white plumage,normal,flying,62,5,3,2,3,9,,84
932,9,nacli,,rock,,41,3,4,2,2,3,,55
933,9,naclstack,,rock,,45,3,5,2,3,4,,62
934,9,garganacl,,rock,,75,5,7,2,5,4,,98
935,9,charcadet,,fire,,30,3,2,3,2,4,,44
936,9,armarouge,,fire,psychic,64,3,5,6,4,8,,90
937,9,ceruledge,,fire,ghost,56,6,4,3,5,9,,83
938,9,tadbulb,,electric,,46,2,2,3,2,5,,60
939,9,bellibolt,,electric,,82,3,5,5,4,5,,104
940,9,wattrel,,electric,flying,30,2,2,3,2,7,,46
941,9,kilowattrel,,electric,flying,53,4,3,5,3,13,,81
942,9,maschiff,,dark,,45,4,3,2,3,5,,62
943,9,mabosstiff,,dark,,60,6,5,3,4,9,,87
944,9,shroodle,,poison,normal,30,3,2,2,2,8,,47
945,9,grafaiai,,poison,normal,47,5,3,4,4,11,,74
946,9,bramblin,,grass,ghost,30,3,2,2,2,6,,45
947,9,brambleghast,,grass,ghost,41,6,4,4,4,9,,68
948,9,toedscool,,ground,grass,30,2,2,3,5,7,,49
949,9,toedscruel,,ground,grass,60,4,3,4,6,10,,87
950,9,klawf,,rock,,53,5,6,2,3,8,,77
951,9,capsakid,,grass,,38,3,2,3,2,5,,53
952,9,scovillain,,grass,fire,49,5,3,5,3,8,,73
953,9,rellor,,bug,,31,3,3,2,3,3,,45
954,9,rabsca,,bug,psychic,56,3,4,6,5,5,,79
955,9,flittle,,psychic,,23,2,2,3,2,8,,40
956,9,espathra,,psychic,,71,3,3,5,3,11,,96
957,9,tinkatink,,fairy,steel,38,2,2,2,3,6,,53
958,9,tinkatuff,,fairy,steel,49,3,3,2,4,8,,69
959,9,tinkaton,,fairy,steel,64,4,4,4,5,9,,90
960,9,wiglett,,water,,8,3,1,2,1,10,,25
961,9,wugtrio,,water,,26,5,3,3,4,12,,53
962,9,bombirdier,,flying,dark,53,5,4,3,4,8,,77
963,9,finizen,,water,,53,2,2,2,2,8,,69
964,9,palafin,zero form,water,,75,4,4,3,3,10,,99
964,9,palafin,hero form,water,,75,8,5,5,4,10,,107
965,9,varoom,,steel,poison,34,4,3,2,2,5,,50
966,9,revavroom,,steel,poison,60,6,5,3,3,9,,86
967,9,cyclizar,,dragon,normal,53,5,3,4,3,12,,80
968,9,orthworm,,steel,,53,4,7,3,3,7,,77
969,9,glimmet,,rock,poison,36,2,2,5,3,6,,54
970,9,glimmora,,rock,poison,62,3,5,7,4,9,,90
971,9,greavard,,ghost,,38,3,3,2,3,3,,52
972,9,houndstone,,ghost,,54,5,5,3,5,7,,79
973,9,flamigo,,flying,fighting,62,6,4,4,3,9,,88
974,9,cetoddle,,ice,,81,3,2,2,2,4,,94
975,9,cetitan,,ice,,128,6,3,2,3,7,,149
976,9,veluza,,water,psychic,68,5,4,4,3,7,,91
977,9,dondozo,,water,,113,5,6,3,3,4,,134
978,9,tatsugiri,curly form,dragon,water,51,3,3,6,5,8,,76
978,9,tatsugiri,droopy form,dragon,water,51,3,3,6,5,8,,76
978,9,tatsugiri,stretchy form,dragon,water,51,3,3,6,5,8,,76
979,9,annihilape,,fighting,ghost,83,6,4,3,5,9,,110
980,9,clodsire,,poison,ground,98,4,3,2,5,2,,114
981,9,farigiraf,,normal,psychic,90,5,4,6,4,6,,115
982,9,dudunsparce,two-segment form,normal,,94,5,4,4,4,6,,117
982,9,dudunsparce,three-segment form,normal,,94,5,4,4,4,6,,117
983,9,kingambit,,dark,steel,75,7,6,3,4,5,,100
984,9,great tusk,,ground,fighting,86,7,7,3,3,9,,115
985,9,scream tail,,fairy,psychic,86,3,5,3,6,11,,114
986,9,brute bonnet,,grass,dark,83,6,5,4,5,6,,109
987,9,flutter mane,,ghost,fairy,41,3,3,7,7,14,,75
988,9,slither wing,,bug,fighting,64,7,4,4,5,8,,92
989,9,sandy shocks,,electric,ground,64,4,5,6,4,10,,93
990,9,iron treads,,ground,steel,68,6,6,4,4,11,,99
991,9,iron bundle,,ice,water,42,4,6,6,3,14,,75
992,9,iron hands,,fighting,electric,116,7,5,3,3,5,,139
993,9,iron jugulis,,dark,flying,71,4,4,6,4,11,,100
994,9,iron moth,,fire,poison,60,4,3,7,6,11,,91
995,9,iron thorns,,rock,electric,75,7,6,4,4,7,,103
996,9,frigibax,,dragon,ice,49,4,2,2,2,6,psd_leg,65
997,9,arctibax,,dragon,ice,68,5,3,2,3,6,psd_leg,87
998,9,baxcalibur,,dragon,ice,86,7,5,4,4,9,psd_leg,115
999,9,gimmighoul,chest form,ghost,,34,2,4,4,4,1,,49
999,9,gimmighoul,roaming form,ghost,,34,2,1,4,2,8,,51
1000,9,gholdengo,,steel,ghost,65,3,5,7,5,8,,93
1001,9,wo-chien,,dark,grass,64,4,5,5,7,7,myth,92
1002,9,chien-pao,,dark,ice,60,6,4,5,3,14,,92
1003,9,ting-lu,,dark,ground,116,6,6,3,4,5,myth,140
1004,9,chi-yu,,dark,fire,41,4,4,7,6,10,myth,72
1005,9,roaring moon,,dragon,dark,79,7,4,3,5,12,,110
1006,9,iron valiant,,fairy,fighting,56,7,5,6,3,12,,89
1007,9,koraidon,,fighting,dragon,75,7,6,4,5,14,myth,111
1008,9,miraidon,,electric,dragon,75,4,5,7,6,14,myth,111
1009,9,walking wake,,water,dragon,74,4,5,6,4,11,myth,104
1010,9,iron leaves,,grass,psychic,68,7,4,4,5,10,,98
1011,9,dipplin,,grass,dragon,60,4,6,5,4,4,,83
1012,9,poltchageist,,grass,ghost,30,2,2,4,3,5,,46
1013,9,sinistcha,,grass,ghost,53,3,5,6,4,7,,78
1014,9,okidogi,,poison,fighting,66,6,6,3,4,8,,93
1015,9,munkidori,,poison,psychic,66,4,3,7,5,11,,96
1016,9,fezandipiti,,poison,fairy,66,5,4,4,6,10,,95
1017,9,ogerpon,teal mask,grass,,60,6,4,3,5,11,,89
1017,9,ogerpon,wellspring mask,grass,water,60,6,4,3,5,11,,89
1017,9,ogerpon,hearthflame mask,grass,fire,60,6,4,3,5,11,,89
1017,9,ogerpon,cornerstone mask,grass,rock,60,6,4,3,5,11,,89
1018,9,archaludon,,steel,dragon,68,5,7,6,3,9,,98
1019,9,hydrapple,,grass,dragon,80,4,6,6,4,4,,104
1020,9,gouging fire,,fire,dragon,79,6,6,3,5,9,,108
1021,9,raging bolt,,electric,dragon,94,4,5,7,4,8,,122
1022,9,iron boulder,,rock,psychic,68,6,4,3,5,12,,98
1023,9,iron crown,,steel,psychic,68,4,5,6,5,10,,98
1024,9,terapagos,normal form,normal,,68,3,4,3,4,6,,88
1024,9,terapagos,terastal form,normal,,71,5,6,5,6,9,,102
1024,9,terapagos,stellar form,normal,,120,5,6,7,6,9,,153
1025,9,pecharunt,,poison,ghost,66,4,8,4,4,9,,95
