gen,id,nome,forma,estagio,tipo_1,tipo_2,hp,atk,sp_atk,def,sp_def,vel,pml,bst,best_atk,best_atk_vel,atk_tot,def_tot
5,511,pansage,-,-,grama,-,25,3,3,3,3,7,-,44,3,10,6,6
5,512,simisage,-,-,grama,-,40,5,5,4,4,11,-,69,5,16,10,8
5,513,pansear,-,-,fogo,-,25,3,3,3,3,7,-,44,3,10,6,6
5,514,simisear,-,-,fogo,-,40,5,5,4,4,11,-,69,5,16,10,8
5,515,panpour,-,-,agua,-,25,3,3,3,3,7,-,44,3,10,6,6
5,516,simipour,-,-,agua,-,40,5,5,4,4,11,-,69,5,16,10,8
5,517,munna,-,-,psiquico,-,40,2,4,3,3,3,-,55,4,7,6,6
5,518,musharna,-,-,psiquico,-,60,3,6,5,5,3,-,82,6,9,9,10
5,519,pidove,-,-,normal,voador,25,3,2,3,2,5,-,40,3,8,5,5
5,520,tranquill,-,-,normal,voador,35,4,3,4,3,7,-,56,4,11,7,7
5,521,unfezant,-,-,normal,voador,40,6,4,4,3,10,-,67,6,16,10,7
5,522,blitzle,-,-,eletrico,-,25,3,3,2,2,8,-,43,3,11,6,4
5,523,zebstrika,-,-,eletrico,-,40,5,4,4,4,12,-,69,5,17,9,8
5,524,roggenrola,-,-,pedra,-,30,4,2,5,2,2,-,45,4,6,6,7
5,525,boldore,-,-,pedra,-,35,6,3,6,2,2,-,54,6,8,9,8
5,526,gigalith,-,-,pedra,-,45,7,3,7,4,3,-,69,7,10,10,11
5,527,woobat,-,-,psiquico,voador,35,3,3,3,3,8,-,55,3,11,6,6
5,528,swoobat,-,-,psiquico,voador,35,3,4,3,3,12,-,60,4,16,7,6
5,529,drilbur,-,-,terra,-,30,5,2,2,3,7,-,49,5,12,7,5
5,530,excadrill,-,-,terra,aco,55,7,3,3,4,9,-,81,7,16,10,7
5,531,audino,-,-,normal,-,55,3,3,5,5,5,-,76,3,8,6,10
6,531,audino,mega audino,-,normal,fada,55,3,4,7,7,5,-,81,4,9,7,14
5,532,timburr,-,-,lutador,-,40,4,2,3,2,4,-,55,4,8,6,5
5,533,gurdurr,-,-,lutador,-,45,6,2,5,3,4,-,65,6,10,8,8
5,534,conkeldurr,-,-,lutador,-,55,7,3,5,4,5,-,79,7,12,10,9
5,535,tympole,-,-,agua,-,25,3,3,2,2,7,-,42,3,10,6,4
5,536,palpitoad,-,-,agua,terra,40,4,4,3,3,7,-,61,4,11,8,6
5,537,seismitoad,-,-,agua,terra,55,5,5,4,4,8,-,81,5,13,10,8
5,538,throh,-,-,lutador,-,60,5,2,5,5,5,-,82,5,10,7,10
5,539,sawk,-,-,lutador,-,40,7,2,4,4,9,-,66,7,16,9,8
5,540,sewaddle,-,-,inseto,grama,25,3,2,4,3,5,-,42,3,8,5,7
5,541,swadloon,-,-,inseto,grama,30,4,3,5,4,5,-,51,4,9,7,9
5,542,leavanny,-,-,inseto,grama,40,6,4,4,4,10,-,68,6,16,10,8
5,543,venipede,-,-,inseto,venenoso,15,3,2,3,2,6,-,31,3,9,5,5
5,544,whirlipede,-,-,inseto,venenoso,20,3,2,5,4,5,-,39,3,8,5,9
5,545,scolipede,-,-,inseto,venenoso,30,5,3,5,4,12,-,59,5,17,8,9
5,546,cottonee,-,-,grama,fada,20,2,2,3,3,7,-,37,2,9,4,6
5,547,whimsicott,-,-,grama,fada,30,4,4,5,4,12,-,59,4,16,8,9
5,548,petilil,-,-,grama,-,25,2,4,3,3,3,-,40,4,7,6,6
5,549,lilligant,-,-,grama,-,35,3,6,4,4,9,-,61,6,15,9,8
8,549,lilligant,hisuian lilligant,-,grama,lutador,35,6,3,4,4,11,-,63,6,17,9,8
5,550,basculin,red-striped form,-,agua,-,35,5,4,4,3,10,-,61,5,15,9,7
5,550,basculin,blue-striped form,-,agua,-,35,5,4,4,3,10,-,61,5,15,9,7
8,550,basculin,white-striped form,-,agua,-,35,5,4,4,3,10,-,61,5,15,9,7
5,551,sandile,-,-,terra,sombrio,25,4,2,2,2,7,-,42,4,11,6,4
5,552,krokorok,-,-,terra,sombrio,30,5,3,3,3,8,-,52,5,13,8,6
5,553,krookodile,-,-,terra,sombrio,50,6,4,4,4,10,-,78,6,16,10,8
5,554,darumaka,-,-,fogo,-,35,5,1,3,3,5,-,52,5,10,6,6
8,554,darumaka,galarian darumaka,-,gelo,-,35,5,1,3,3,5,-,52,5,10,6,6
5,555,darmanitan,standard mode,-,fogo,-,55,7,2,3,3,10,-,80,7,17,9,6
5,555,darmanitan,zen mode,-,fogo,psiquico,55,2,7,6,6,6,-,82,7,13,9,12
8,555,darmanitan,galarian standard mode,-,gelo,-,55,7,2,3,3,10,-,80,7,17,9,6
8,555,darmanitan,galarian zen mode,-,gelo,fogo,55,8,2,3,3,14,-,85,8,22,10,6
5,556,maractus,-,-,grama,-,40,5,6,4,4,6,-,65,6,12,11,8
5,557,dwebble,-,-,inseto,pedra,25,4,2,5,2,6,-,44,4,10,6,7
5,558,crustle,-,-,inseto,pedra,35,6,4,7,4,5,-,61,6,11,10,11
5,559,scraggy,-,-,sombrio,lutador,25,4,2,4,4,5,-,44,4,9,6,8
5,560,scrafty,-,-,sombrio,lutador,35,5,3,6,6,6,-,61,5,11,8,12
5,561,sigilyph,-,-,psiquico,voador,40,3,6,4,4,10,-,67,6,16,9,8
5,562,yamask,-,-,fantasma,-,20,2,3,5,4,3,-,37,3,6,5,9
8,562,yamask,galarian yamask,-,terra,fantasma,20,3,2,5,4,3,-,37,3,6,5,9
5,563,cofagrigus,-,-,fantasma,-,30,3,5,8,6,3,-,55,5,8,8,14
5,564,tirtouga,-,-,agua,pedra,30,4,3,6,3,3,-,49,4,7,7,9
5,565,carracosta,-,-,agua,pedra,40,6,5,7,4,4,-,66,6,10,11,11
5,566,archen,-,-,pedra,voador,30,6,4,3,3,7,-,53,6,13,10,6
5,567,archeops,-,-,pedra,voador,40,7,6,4,4,11,-,72,7,18,13,8
5,568,trubbish,-,-,venenoso,-,25,3,2,4,4,7,-,45,3,10,5,8
5,569,garbodor,-,-,venenoso,-,40,5,3,5,5,8,-,66,5,13,8,10
5,570,zorua,-,-,sombrio,-,20,4,4,2,2,7,-,39,4,11,8,4
8,570,zorua,hisuian zorua,-,normal,fantasma,20,3,5,2,2,7,-,39,5,12,8,4
5,571,zoroark,-,-,sombrio,-,30,6,6,3,3,11,-,59,6,17,12,6
8,571,zoroark,hisuian zoroark,-,normal,fantasma,30,5,7,3,3,11,-,59,7,18,12,6
5,572,minccino,-,-,normal,-,30,3,2,2,2,8,-,47,3,11,5,4
5,573,cinccino,-,-,normal,-,40,5,4,3,3,12,-,67,5,17,9,6
5,574,gothita,-,-,psiquico,-,25,2,3,3,4,5,-,42,3,8,5,7
5,575,gothorita,-,-,psiquico,-,30,3,4,4,5,6,-,52,4,10,7,9
5,576,gothitelle,-,-,psiquico,-,35,3,5,5,6,7,-,61,5,12,8,11
5,577,solosis,-,-,psiquico,-,25,2,6,2,3,2,-,40,6,8,8,5
5,578,duosion,-,-,psiquico,-,35,2,7,3,3,3,-,53,7,10,9,6
5,579,reuniclus,-,-,psiquico,-,55,4,7,4,5,3,-,78,7,10,11,9
5,580,ducklett,-,-,agua,voador,35,3,3,3,3,6,-,53,3,9,6,6
5,581,swanna,-,-,agua,voador,40,5,5,4,4,10,-,68,5,15,10,8
5,582,vanillite,-,-,gelo,-,20,3,4,3,3,5,-,38,4,9,7,6
5,583,vanillish,-,-,gelo,-,30,4,4,4,4,6,-,52,4,10,8,8
5,584,vanilluxe,-,-,gelo,-,40,5,6,5,5,8,-,69,6,14,11,10
5,585,deerling,-,-,normal,grama,30,3,2,3,3,8,-,49,3,11,5,6
5,586,sawsbuck,-,-,normal,grama,40,5,3,4,4,10,-,66,5,15,8,8
5,587,emolga,-,-,eletrico,voador,30,4,4,3,3,11,-,55,4,15,8,6
5,588,karrablast,-,-,inseto,-,25,4,2,3,3,6,-,43,4,10,6,6
5,589,escavalier,-,-,inseto,aco,35,7,3,6,6,2,-,59,7,9,10,12
5,590,foongus,-,-,grama,venenoso,35,3,3,3,3,2,-,49,3,5,6,6
5,591,amoonguss,-,-,grama,venenoso,60,5,5,4,4,3,-,81,5,8,10,8
5,592,frillish,-,-,agua,fantasma,30,2,4,3,5,4,-,48,4,8,6,8
5,593,jellicent,-,-,agua,fantasma,50,3,5,4,6,6,-,74,5,11,8,10
5,594,alomomola,-,-,agua,-,85,4,2,4,3,7,-,105,4,11,6,7
5,595,joltik,-,-,inseto,eletrico,25,3,3,3,3,7,-,44,3,10,6,6
5,596,galvantula,-,-,inseto,eletrico,35,4,5,3,3,11,-,61,5,16,9,6
5,597,ferroseed,-,-,grama,aco,25,3,2,5,5,1,-,41,3,4,5,10
5,598,ferrothorn,-,-,grama,aco,40,5,3,7,6,2,-,63,5,7,8,13
5,599,klink,-,-,aco,-,20,3,3,4,3,3,-,36,3,6,6,7
5,600,klang,-,-,aco,-,30,4,4,5,5,5,-,53,4,9,8,10
5,601,klinklang,-,-,aco,-,30,5,4,6,5,9,-,59,5,14,9,11
5,602,tynamo,-,-,eletrico,-,20,3,3,2,2,6,-,36,3,9,6,4
5,603,eelektrik,-,-,eletrico,-,35,5,4,4,4,4,-,56,5,9,9,8
5,604,eelektross,-,-,eletrico,-,45,6,6,4,4,5,-,70,6,11,12,8
5,605,elgyem,-,-,psiquico,-,30,3,5,3,3,3,-,47,5,8,8,6
5,606,beheeyem,-,-,psiquico,-,40,4,7,4,5,4,-,64,7,11,11,9
5,607,litwick,-,-,fantasma,fogo,25,2,4,3,3,2,-,39,4,6,6,6
5,608,lampent,-,-,fantasma,fogo,30,2,5,3,3,6,-,49,5,11,7,6
5,609,chandelure,-,-,fantasma,fogo,30,3,8,5,5,8,-,59,8,16,11,10
5,610,axew,-,-,dragao,-,25,5,2,3,2,6,-,43,5,11,7,5
5,611,fraxure,-,-,dragao,-,35,6,2,4,3,7,-,57,6,13,8,7
5,612,haxorus,-,-,dragao,-,40,8,3,5,4,10,-,70,8,18,11,9
5,613,cubchoo,-,-,gelo,-,30,4,3,2,2,4,-,45,4,8,7,4
5,614,beartic,-,-,gelo,-,50,7,4,4,4,5,-,74,7,12,11,8
5,615,cryogonal,-,-,gelo,-,40,3,5,3,7,11,-,69,5,16,8,10
5,616,shelmet,-,-,inseto,-,25,2,2,5,4,3,-,41,2,5,4,9
5,617,accelgor,-,-,inseto,-,40,4,5,2,3,15,-,69,5,20,9,5
5,618,stunfisk,-,-,terra,eletrico,55,4,5,5,5,4,-,78,5,9,9,10
8,618,stunfisk,galarian stunfisk,-,terra,aco,55,5,4,5,5,4,-,78,5,9,9,10
5,619,mienfoo,-,-,lutador,-,25,5,3,3,3,7,-,46,5,12,8,6
5,620,mienshao,-,-,lutador,-,35,7,5,3,3,11,-,64,7,18,12,6
5,621,druddigon,-,-,dragao,-,40,6,3,5,5,5,-,64,6,11,9,10
5,622,golett,-,-,terra,fantasma,30,4,2,3,3,4,-,46,4,8,6,6
5,623,golurk,-,-,terra,fantasma,45,7,3,4,4,6,-,69,7,13,10,8
5,624,pawniard,-,-,sombrio,aco,25,5,2,4,2,6,-,44,5,11,7,6
5,625,bisharp,-,-,sombrio,aco,35,7,3,5,4,7,-,61,7,14,10,9
5,626,bouffalant,-,-,normal,-,50,6,2,5,5,6,-,74,6,12,8,10
5,627,rufflet,-,-,normal,voador,35,5,2,3,3,6,-,54,5,11,7,6
5,628,braviary,-,-,normal,voador,50,7,3,4,4,8,-,76,7,15,10,8
8,628,braviary,hisuian braviary,-,psiquico,voador,55,5,6,4,4,7,-,81,6,13,11,8
5,629,vullaby,-,-,sombrio,voador,35,3,3,4,4,6,-,55,3,9,6,8
5,630,mandibuzz,-,-,sombrio,voador,55,4,3,6,5,8,-,81,4,12,7,11
5,631,heatmor,-,-,fogo,-,45,5,6,4,4,7,-,71,6,13,11,8
5,632,durant,-,-,inseto,aco,30,6,3,6,3,11,-,59,6,17,9,9
5,633,deino,-,-,sombrio,dragao,30,4,3,3,3,4,pseudo,47,4,8,7,6
5,634,zweilous,-,-,sombrio,dragao,40,5,4,4,4,6,pseudo,63,5,11,9,8
5,635,hydreigon,-,-,sombrio,dragao,50,6,7,5,5,10,pseudo,83,7,17,13,10
5,636,larvesta,-,-,inseto,fogo,30,5,3,3,3,6,-,50,5,11,8,6
5,637,volcarona,-,-,inseto,fogo,45,3,7,4,6,10,-,75,7,17,10,10
5,638,cobalion,-,-,aco,lutador,50,5,5,7,4,11,lend,82,5,16,10,11
5,639,terrakion,-,-,pedra,lutador,50,7,4,5,5,11,lend,82,7,18,11,10
5,640,virizion,-,-,grama,lutador,50,5,5,4,7,11,lend,82,5,16,10,11
5,641,tornadus,incarnate forme,-,voador,-,40,6,7,4,4,12,lend,73,7,19,13,8
5,641,tornadus,therian forme,-,voador,-,40,5,6,4,5,13,lend,73,6,19,11,9
5,642,thundurus,incarnate forme,-,eletrico,voador,40,6,7,4,4,12,lend,73,7,19,13,8
5,642,thundurus,therian forme,-,eletrico,voador,40,6,8,4,4,11,lend,73,8,19,14,8
5,643,reshiram,-,-,dragao,fogo,50,6,8,5,6,9,lend,84,8,17,14,11
5,644,zekrom,-,-,dragao,eletrico,50,8,6,6,5,9,lend,84,8,17,14,11
5,645,landorus,incarnate forme,-,terra,voador,45,7,6,5,4,11,lend,78,7,18,13,9
5,645,landorus,therian forme,-,terra,voador,45,8,6,5,4,10,lend,78,8,18,14,9
5,646,kyurem,-,-,dragao,gelo,65,7,7,5,5,10,lend,99,7,17,14,10
5,646,kyurem,white kyurem,-,dragao,gelo,65,6,9,5,5,10,lend,100,9,19,15,10
5,646,kyurem,black kyurem,-,dragao,gelo,65,9,6,5,5,10,lend,100,9,19,15,10
5,647,keldeo,ordinary form,-,agua,lutador,50,4,7,5,5,11,mit,82,7,18,11,10
5,647,keldeo,resolute form,-,agua,lutador,50,4,7,5,5,11,mit,82,7,18,11,10
5,648,meloetta,aria forme,-,normal,psiquico,50,4,7,4,7,9,mit,81,7,16,11,11
5,648,meloetta,pirouette forme,-,normal,lutador,50,7,4,5,4,13,mit,83,7,20,11,9
5,649,genesect,-,-,inseto,aco,40,6,6,5,5,10,mit,72,6,16,12,10
6,650,chespin,-,-,grama,-,30,4,3,4,3,4,-,48,4,8,7,7
6,651,quilladin,-,-,grama,-,35,4,3,5,3,6,-,56,4,10,7,8
6,652,chesnaught,-,-,grama,lutador,45,6,4,7,4,7,-,73,6,13,10,11
6,653,fennekin,-,-,fogo,-,20,3,4,2,3,6,-,38,4,10,7,5
6,654,braixen,-,-,fogo,-,30,3,5,3,4,8,-,53,5,13,8,7
6,655,delphox,-,-,fogo,psiquico,40,4,6,4,5,11,-,70,6,17,10,9
6,656,froakie,-,-,agua,-,25,3,4,2,3,8,-,45,4,12,7,5
6,657,frogadier,-,-,agua,-,30,4,5,3,3,10,-,55,5,15,9,6
6,658,greninja,-,-,agua,sombrio,40,5,6,4,4,13,-,72,6,19,11,8
7,658,greninja,ash-greninja,-,agua,sombrio,40,8,8,4,4,14,-,78,8,22,16,8
6,659,bunnelby,-,-,normal,-,20,2,2,2,2,6,-,34,2,8,4,4
6,660,diggersby,-,-,normal,terra,45,3,3,4,4,8,-,67,3,11,6,8
6,661,fletchling,-,-,normal,voador,25,3,2,3,2,7,-,42,3,10,5,5
6,662,fletchinder,-,-,fogo,voador,35,4,3,3,3,9,-,57,4,13,7,6
6,663,talonflame,-,-,fogo,voador,40,5,4,4,4,13,-,70,5,18,9,8
6,664,scatterbug,-,-,inseto,-,20,2,2,2,2,4,-,32,2,6,4,4
6,665,spewpa,-,-,inseto,-,25,2,2,3,2,3,-,37,2,5,4,5
6,666,vivillon,-,-,inseto,voador,40,3,5,3,3,9,-,63,5,14,8,6
6,667,litleo,-,-,fogo,normal,35,3,4,3,3,8,-,56,4,12,7,6
6,668,pyroar,-,-,fogo,normal,45,4,6,4,4,11,-,74,6,17,10,8
6,669,flabã©bã©,-,-,fada,-,25,2,4,2,4,5,-,42,4,9,6,6
6,670,floette,-,-,fada,-,30,3,4,3,5,6,-,51,4,10,7,8
6,671,florges,-,-,fada,-,40,4,6,4,8,8,-,70,6,14,10,12
6,672,skiddo,-,-,grama,-,35,4,4,3,3,6,-,55,4,10,8,6
6,673,gogoat,-,-,grama,-,65,5,5,4,5,7,-,91,5,12,10,9
6,674,pancham,-,-,lutador,-,35,5,3,4,3,5,-,55,5,10,8,7
6,675,pangoro,-,-,lutador,sombrio,50,7,4,4,4,6,-,75,7,13,11,8
6,676,furfrou,-,-,normal,-,40,4,4,3,5,11,-,67,4,15,8,8
6,677,espurr,-,-,psiquico,-,35,3,4,3,3,7,-,55,4,11,7,6
6,678,meowstic,male,-,psiquico,-,40,3,5,4,5,11,-,68,5,16,8,9
6,678,meowstic,female,-,psiquico,-,40,3,5,4,5,11,-,68,5,16,8,9
6,679,honedge,-,-,aco,fantasma,25,4,2,5,2,3,-,41,4,7,6,7
6,680,doublade,-,-,aco,fantasma,30,6,3,8,3,4,-,54,6,10,9,11
6,681,aegislash,shield forme,-,aco,fantasma,30,3,3,7,7,6,-,56,3,9,6,14
6,681,aegislash,blade forme,-,aco,fantasma,30,7,7,3,3,6,-,56,7,13,14,6
6,682,spritzee,-,-,fada,-,40,3,4,3,4,3,-,57,4,7,7,7
6,683,aromatisse,-,-,fada,-,55,4,5,4,5,3,-,76,5,8,9,9
6,684,swirlix,-,-,fada,-,35,3,3,4,3,5,-,53,3,8,6,7
6,685,slurpuff,-,-,fada,-,45,4,5,5,4,8,-,71,5,13,9,9
6,686,inkay,-,-,sombrio,psiquico,30,3,2,3,3,5,-,46,3,8,5,6
6,687,malamar,-,-,sombrio,psiquico,45,5,4,5,4,8,-,71,5,13,9,9
6,688,binacle,-,-,pedra,agua,25,3,2,4,3,5,-,42,3,8,5,7
6,689,barbaracle,-,-,pedra,agua,40,6,3,6,5,7,-,67,6,13,9,11
6,690,skrelp,-,-,venenoso,agua,25,3,3,3,3,3,-,40,3,6,6,6
6,691,dragalge,-,-,venenoso,dragao,35,4,5,5,7,5,-,61,5,10,9,12
6,692,clauncher,-,-,agua,-,25,3,3,4,4,5,-,44,3,8,6,8
6,693,clawitzer,-,-,agua,-,40,4,6,5,5,6,-,66,6,12,10,10
6,694,helioptile,-,-,eletrico,normal,25,2,4,2,3,7,-,43,4,11,6,5
6,695,heliolisk,-,-,eletrico,normal,35,3,6,3,5,11,-,63,6,17,9,8
6,696,tyrunt,-,-,pedra,dragao,30,5,3,4,3,5,-,50,5,10,8,7
6,697,tyrantrum,-,-,pedra,dragao,45,7,4,6,3,8,-,73,7,15,11,9
6,698,amaura,-,-,pedra,gelo,40,3,4,3,4,5,-,59,4,9,7,7
6,699,aurorus,-,-,pedra,gelo,65,4,5,4,5,6,-,89,5,11,9,9
6,700,sylveon,-,-,fada,-,50,4,6,4,7,6,-,77,6,12,10,11
6,701,hawlucha,-,-,lutador,voador,40,5,4,4,4,12,-,69,5,17,9,8
6,702,dedenne,-,-,eletrico,fada,35,3,5,3,4,11,-,61,5,16,8,7
6,703,carbink,-,-,pedra,fada,25,3,3,8,8,5,-,52,3,8,6,16
6,704,goomy,-,-,dragao,-,25,3,3,2,4,4,pseudo,41,3,7,6,6
6,705,sliggoo,-,-,dragao,-,35,4,5,3,6,6,pseudo,59,5,11,9,9
8,705,sliggoo,hisuian sliggoo,-,aco,dragao,30,4,5,5,6,4,pseudo,54,5,9,9,11
6,706,goodra,-,-,dragao,-,45,5,6,4,8,8,pseudo,76,6,14,11,12
8,706,goodra,hisuian goodra,-,aco,dragao,40,5,6,5,8,6,pseudo,70,6,12,11,13
6,707,klefki,-,-,aco,fada,30,4,4,5,5,8,-,56,4,12,8,10
6,708,phantump,-,-,fantasma,grama,25,4,3,3,3,4,-,42,4,8,7,6
6,709,trevenant,-,-,fantasma,grama,45,6,4,4,5,6,-,70,6,12,10,9
6,710,pumpkaboo,average size,-,fantasma,grama,25,4,3,4,3,6,-,45,4,10,7,7
6,710,pumpkaboo,small size,-,fantasma,grama,25,4,3,4,3,6,-,45,4,10,7,7
6,710,pumpkaboo,large size,-,fantasma,grama,30,4,3,4,3,5,-,49,4,9,7,7
6,710,pumpkaboo,super size,-,fantasma,grama,30,4,3,4,3,5,-,49,4,9,7,7
6,711,gourgeist,average size,-,fantasma,grama,35,5,3,7,4,9,-,63,5,14,8,11
6,711,gourgeist,small size,-,fantasma,grama,30,5,3,7,4,10,-,59,5,15,8,11
6,711,gourgeist,large size,-,fantasma,grama,40,5,3,7,4,7,-,66,5,12,8,11
6,711,gourgeist,super size,-,fantasma,grama,45,5,3,7,4,6,-,70,5,11,8,11
6,712,bergmite,-,-,gelo,-,30,4,2,5,2,3,-,46,4,7,6,7
6,713,avalugg,-,-,gelo,-,50,6,3,10,3,3,-,75,6,9,9,13
8,713,avalugg,hisuian avalugg,-,gelo,pedra,50,7,2,10,2,4,-,75,7,11,9,12
6,714,noibat,-,-,voador,dragao,20,2,3,2,2,6,-,35,3,9,5,4
6,715,noivern,-,-,voador,dragao,45,4,5,4,4,13,-,75,5,18,9,8
6,716,xerneas,-,-,fada,-,65,7,7,5,5,10,lend,99,7,17,14,10
6,717,yveltal,-,-,sombrio,voador,65,7,7,5,5,10,lend,99,7,17,14,10
6,718,zygarde50% forme,-,-,dragao,terra,55,5,5,7,5,10,lend,87,5,15,10,12
7,718,zygarde10% forme,-,-,dragao,terra,30,5,4,4,5,12,lend,60,5,17,9,9
7,718,zygarde,complete forme,-,dragao,terra,110,5,5,7,5,9,lend,141,5,14,10,12
6,719,diancie,-,-,pedra,fada,25,5,5,8,8,5,mit,56,5,10,10,16
6,719,diancie,mega diancie,-,pedra,fada,25,8,8,6,6,11,mit,64,8,19,16,12
6,720,hoopa,hoopa confined,-,psiquico,fantasma,40,6,8,3,7,7,mit,71,8,15,14,10
6,720,hoopa,hoopa unbound,-,psiquico,sombrio,40,8,9,3,7,8,mit,75,9,17,17,10
6,721,volcanion,-,-,fogo,agua,40,6,7,6,5,7,mit,71,7,14,13,11
7,722,rowlet,-,-,grama,voador,35,3,3,3,3,5,-,52,3,8,6,6
7,723,dartrix,-,-,grama,voador,40,4,4,4,4,6,-,62,4,10,8,8
7,724,decidueye,-,-,grama,fantasma,40,6,5,4,5,7,-,67,6,13,11,9
8,724,decidueye,hisuian decidueye,-,grama,lutador,45,6,5,4,5,6,-,71,6,12,11,9
7,725,litten,-,-,fogo,-,25,4,3,2,2,7,-,43,4,11,7,4
7,726,torracat,-,-,fogo,-,35,5,4,3,3,9,-,59,5,14,9,6
7,727,incineroar,-,-,fogo,sombrio,50,6,4,5,5,6,-,76,6,12,10,10
7,728,popplio,-,-,agua,-,25,3,4,3,3,4,-,42,4,8,7,6
7,729,brionne,-,-,agua,-,30,4,5,4,5,5,-,53,5,10,9,9
7,730,primarina,-,-,agua,fada,40,4,7,4,6,6,-,67,7,13,11,10
7,731,pikipek,-,-,normal,voador,20,4,2,2,2,7,-,37,4,11,6,4
7,732,trumbeak,-,-,normal,voador,30,5,2,3,3,8,-,51,5,13,7,6
7,733,toucannon,-,-,normal,voador,40,6,4,4,4,6,-,64,6,12,10,8
7,734,yungoos,-,-,normal,-,25,4,2,2,2,5,-,40,4,9,6,4
7,735,gumshoos,-,-,normal,-,45,6,3,3,3,5,-,65,6,11,9,6
7,736,grubbin,-,-,inseto,-,25,4,3,3,3,5,-,43,4,9,7,6
7,737,charjabug,-,-,inseto,eletrico,30,5,3,5,4,4,-,51,5,9,8,9
7,738,vikavolt,-,-,inseto,eletrico,40,4,8,5,4,5,-,66,8,13,12,9
7,739,crabrawler,-,-,lutador,-,25,5,3,3,3,7,-,46,5,12,8,6
7,740,crabominable,-,-,lutador,gelo,50,7,4,4,4,5,-,74,7,12,11,8
7,741,oricorio,baile style,-,fogo,voador,40,4,5,4,4,10,-,67,5,15,9,8
7,741,oricorio,pom-pom style,-,eletrico,voador,40,4,5,4,4,10,-,67,5,15,9,8
7,741,oricorio,pa'u style,-,psiquico,voador,40,4,5,4,4,10,-,67,5,15,9,8
7,741,oricorio,sensu style,-,fantasma,voador,40,4,5,4,4,10,-,67,5,15,9,8
7,742,cutiefly,-,-,inseto,fada,20,3,3,2,2,9,-,39,3,12,6,4
7,743,ribombee,-,-,inseto,fada,30,3,5,3,4,13,-,58,5,18,8,7
7,744,rockruff,-,-,pedra,-,25,4,2,2,2,6,-,41,4,10,6,4
7,744,rockruff,own tempo rockruff,-,pedra,-,25,4,2,2,2,6,-,41,4,10,6,4
7,745,lycanroc,midday form,-,pedra,-,40,6,3,4,4,12,-,69,6,18,9,8
7,745,lycanroc,midnight form,-,pedra,-,45,6,3,4,4,9,-,71,6,15,9,8
7,745,lycanroc,dusk form,-,pedra,-,40,6,3,4,4,11,-,68,6,17,9,8
7,746,wishiwashi,solo form,-,agua,-,25,1,2,1,2,4,-,35,2,6,3,3
7,746,wishiwashi,school form,-,agua,-,25,7,7,7,7,3,-,56,7,10,14,14
7,747,mareanie,-,-,venenoso,agua,25,3,3,4,3,5,-,43,3,8,6,7
7,748,toxapex,-,-,venenoso,agua,25,4,3,8,8,4,-,52,4,8,7,16
7,749,mudbray,-,-,terra,-,35,5,3,4,3,5,-,55,5,10,8,7
7,750,mudsdale,-,-,terra,-,50,7,3,5,5,4,-,74,7,11,10,10
7,751,dewpider,-,-,agua,inseto,20,2,2,3,4,3,-,34,2,5,4,7
7,752,araquanid,-,-,agua,inseto,35,4,3,5,7,5,-,59,4,9,7,12
7,753,fomantis,-,-,grama,-,20,3,3,2,2,4,-,34,3,7,6,4
7,754,lurantis,-,-,grama,-,35,6,4,5,5,5,-,60,6,11,10,10
7,755,morelull,-,-,grama,fada,20,2,4,3,4,2,-,35,4,6,6,7
7,756,shiinotic,-,-,grama,fada,30,3,5,4,5,3,-,50,5,8,8,9
7,757,salandit,-,-,venenoso,fogo,25,3,4,2,2,8,-,44,4,12,7,4
7,758,salazzle,-,-,venenoso,fogo,35,4,6,3,3,12,-,63,6,18,10,6
7,759,stufful,-,-,normal,lutador,35,4,3,3,3,5,-,53,4,9,7,6
7,760,bewear,-,-,normal,lutador,60,7,3,4,3,6,-,83,7,13,10,7
7,761,bounsweet,-,-,grama,-,25,2,2,2,2,4,-,37,2,6,4,4
7,762,steenee,-,-,grama,-,30,2,2,3,3,7,-,47,2,9,4,6
7,763,tsareena,-,-,grama,-,40,6,3,5,5,8,-,67,6,14,9,10
7,764,comfey,-,-,fada,-,30,3,5,5,6,10,-,59,5,15,8,11
7,765,oranguru,-,-,normal,psiquico,45,3,5,4,6,6,-,69,5,11,8,10
7,766,passimian,-,-,lutador,-,50,6,2,5,3,8,-,74,6,14,8,8
7,767,wimpod,-,-,inseto,agua,15,2,1,2,2,8,-,30,2,10,3,4
7,768,golisopod,-,-,inseto,agua,40,7,3,7,5,4,-,66,7,11,10,12
7,769,sandygast,-,-,fantasma,terra,30,3,4,4,3,2,-,46,4,6,7,7
7,770,palossand,-,-,fantasma,terra,45,4,5,6,4,4,-,68,5,9,9,10
7,771,pyukumuku,-,-,agua,-,30,3,2,7,7,1,-,50,3,4,5,14
7,772,type: null,-,-,normal,-,50,5,5,5,5,6,-,76,5,11,10,10
7,773,silvally,-,-,normal,-,50,5,5,5,5,10,-,80,5,15,10,10
7,774,minior,meteor form,-,pedra,voador,30,3,3,5,5,6,-,52,3,9,6,10
7,774,minior,core form,-,pedra,voador,30,5,5,3,3,12,-,58,5,17,10,6
7,775,komala,-,-,normal,-,35,6,4,4,5,7,-,61,6,13,10,9
7,776,turtonator,-,-,fogo,dragao,30,4,5,7,5,4,-,55,5,9,9,12
7,777,togedemaru,-,-,eletrico,aco,35,5,2,4,4,10,-,60,5,15,7,8
