Geração,ID,Nome,Forma,Estágio,Tipo 1,Tipo 2,HP,Ataque,Ataque Especial,Defesa,Defesa Especial,Velocidade,Pseudo/Mítico/ Lendário
6,675,Pangoro,,,Lutador,Sombrio,50,7,4,4,4,6,
6,676,Furfrou,,,Normal,,40,4,4,3,5,11,
6,677,Espurr,,,Psíquico,,35,3,4,3,3,7,
6,678,Meowstic,Male,,Psíquico,,40,3,5,4,5,11,
6,678,Meowstic,Female,,Psíquico,,40,3,5,4,5,11,
6,679,Honedge,,,Aço,Fantasma,25,4,2,5,2,3,
6,680,Doublade,,,Aço,Fantasma,30,6,3,8,3,4,
6,681,Aegislash,Shield Forme,,Aço,Fantasma,30,3,3,7,7,6,
6,681,Aegislash,Blade Forme,,Aço,Fantasma,30,7,7,3,3,6,
6,682,Spritzee,,,Fada,,40,3,4,3,4,3,
6,683,Aromatisse,,,Fada,,55,4,5,4,5,3,
6,684,Swirlix,,,Fada,,35,3,3,4,3,5,
6,685,Slurpuff,,,Fada,,45,4,5,5,4,8,
6,686,Inkay,,,Sombrio,Psíquico,30,3,2,3,3,5,
6,687,Malamar,,,Sombrio,Psíquico,45,5,4,5,4,8,
6,688,Binacle,,,Pedra,Água,25,3,2,4,3,5,
6,689,Barbaracle,,,Pedra,Água,40,6,3,6,5,7,
6,690,Skrelp,,,Venenoso,Água,25,3,3,3,3,3,
6,691,Dragalge,,,Venenoso,Dragão,35,4,5,5,7,5,
6,692,Clauncher,,,Água,,25,3,3,4,4,5,
6,693,Clawitzer,,,Água,,40,4,6,5,5,6,
6,694,Helioptile,,,Elétrico,Normal,25,2,4,2,3,7,
6,695,Heliolisk,,,Elétrico,Normal,35,3,6,3,5,11,
6,696,Tyrunt,,,Pedra,Dragão,30,5,3,4,3,5,
6,697,Tyrantrum,,,Pedra,Dragão,45,7,4,6,3,8,
6,698,Amaura,,,Pedra,Gelo,40,3,4,3,4,5,
6,699,Aurorus,,,Pedra,Gelo,65,4,5,4,5,6,
6,700,Sylveon,,,Fada,,50,4,6,4,7,6,
6,701,Hawlucha,,,Lutador,Voador,40,5,4,4,4,12,
6,702,Dedenne,,,Elétrico,Fada,35,3,5,3,4,11,
6,703,Carbink,,,Pedra,Fada,25,3,3,8,8,5,
6,704,Goomy,,,Dragão,,25,3,3,2,4,4,Pseudoendário
6,705,Sliggoo,,,Dragão,,35,4,5,3,6,6,Pseudoendário
8,705,Sliggoo,Hisuian Sliggoo,,Aço,Dragão,30,4,5,5,6,4,Pseudoendário
6,706,Goodra,,,Dragão,,45,5,6,4,8,8,Pseudoendário
8,706,Goodra,Hisuian Goodra,,Aço,Dragão,40,5,6,5,8,6,Pseudoendário
6,707,Klefki,,,Aço,Fada,30,4,4,5,5,8,
6,708,Phantump,,,Fantasma,Grama,25,4,3,3,3,4,
6,709,Trevenant,,,Fantasma,Grama,45,6,4,4,5,6,
6,710,Pumpkaboo,Average Size,,Fantasma,Grama,25,4,3,4,3,6,
6,710,Pumpkaboo,Small Size,,Fantasma,Grama,25,4,3,4,3,6,
6,710,Pumpkaboo,Large Size,,Fantasma,Grama,30,4,3,4,3,5,
6,710,Pumpkaboo,Super Size,,Fantasma,Grama,30,4,3,4,3,5,
6,711,Gourgeist,Average Size,,Fantasma,Grama,35,5,3,7,4,9,
6,711,Gourgeist,Small Size,,Fantasma,Grama,30,5,3,7,4,10,
6,711,Gourgeist,Large Size,,Fantasma,Grama,40,5,3,7,4,7,
6,711,Gourgeist,Super Size,,Fantasma,Grama,45,5,3,7,4,6,
6,712,Bergmite,,,Gelo,,30,4,2,5,2,3,
6,713,Avalugg,,,Gelo,,50,6,3,10,3,3,
8,713,Avalugg,Hisuian Avalugg,,Gelo,Pedra,50,7,2,10,2,4,
6,714,Noibat,,,Voador,Dragão,20,2,3,2,2,6,
6,715,Noivern,,,Voador,Dragão,45,4,5,4,4,13,
6,716,Xerneas,,,Fada,,65,7,7,5,5,10,Lendário
6,717,Yveltal,,,Sombrio,Voador,65,7,7,5,5,10,Lendário
6,718,Zygarde50% Forme,,,Dragão,Terra,55,5,5,7,5,10,Lendário
7,718,Zygarde10% Forme,,,Dragão,Terra,30,5,4,4,5,12,Lendário
7,718,Zygarde,Complete Forme,,Dragão,Terra,110,5,5,7,5,9,Lendário
6,719,Diancie,,,Pedra,Fada,25,5,5,8,8,5,Mítico
6,719,Diancie,Mega Diancie,,Pedra,Fada,25,8,8,6,6,11,Mítico
6,720,Hoopa,Hoopa Confined,,Psíquico,Fantasma,40,6,8,3,7,7,Mítico
6,720,Hoopa,Hoopa Unbound,,Psíquico,Sombrio,40,8,9,3,7,8,Mítico
6,721,Volcanion,,,Fogo,Água,40,6,7,6,5,7,Mítico
7,722,Rowlet,,,Grama,Voador,35,3,3,3,3,5,
7,723,Dartrix,,,Grama,Voador,40,4,4,4,4,6,
7,724,Decidueye,,,Grama,Fantasma,40,6,5,4,5,7,
8,724,Decidueye,Hisuian Decidueye,,Grama,Lutador,45,6,5,4,5,6,
7,725,Litten,,,Fogo,,25,4,3,2,2,7,
7,726,Torracat,,,Fogo,,35,5,4,3,3,9,
7,727,Incineroar,,,Fogo,Sombrio,50,6,4,5,5,6,
7,728,Popplio,,,Água,,25,3,4,3,3,4,
7,729,Brionne,,,Água,,30,4,5,4,5,5,
7,730,Primarina,,,Água,Fada,40,4,7,4,6,6,
7,731,Pikipek,,,Normal,Voador,20,4,2,2,2,7,
7,732,Trumbeak,,,Normal,Voador,30,5,2,3,3,8,
7,733,Toucannon,,,Normal,Voador,40,6,4,4,4,6,
7,734,Yungoos,,,Normal,,25,4,2,2,2,5,
7,735,Gumshoos,,,Normal,,45,6,3,3,3,5,
7,736,Grubbin,,,Inseto,,25,4,3,3,3,5,
7,737,Charjabug,,,Inseto,Elétrico,30,5,3,5,4,4,
7,738,Vikavolt,,,Inseto,Elétrico,40,4,8,5,4,5,
7,739,Crabrawler,,,Lutador,,25,5,3,3,3,7,
7,740,Crabominable,,,Lutador,Gelo,50,7,4,4,4,5,
7,741,Oricorio,Baile Style,,Fogo,Voador,40,4,5,4,4,10,
7,741,Oricorio,Pom-Pom Style,,Elétrico,Voador,40,4,5,4,4,10,
7,741,Oricorio,Pa'u Style,,Psíquico,Voador,40,4,5,4,4,10,
7,741,Oricorio,Sensu Style,,Fantasma,Voador,40,4,5,4,4,10,
7,742,Cutiefly,,,Inseto,Fada,20,3,3,2,2,9,
7,743,Ribombee,,,Inseto,Fada,30,3,5,3,4,13,
7,744,Rockruff,,,Pedra,,25,4,2,2,2,6,
7,744,Rockruff,Own Tempo Rockruff,,Pedra,,25,4,2,2,2,6,
7,745,Lycanroc,Midday Form,,Pedra,,40,6,3,4,4,12,
7,745,Lycanroc,Midnight Form,,Pedra,,45,6,3,4,4,9,
7,745,Lycanroc,Dusk Form,,Pedra,,40,6,3,4,4,11,
7,746,Wishiwashi,Solo Form,,Água,,25,1,2,1,2,4,
7,746,Wishiwashi,School Form,,Água,,25,7,7,7,7,3,
7,747,Mareanie,,,Venenoso,Água,25,3,3,4,3,5,
7,748,Toxapex,,,Venenoso,Água,25,4,3,8,8,4,
7,749,Mudbray,,,Terra,,35,5,3,4,3,5,
7,750,Mudsdale,,,Terra,,50,7,3,5,5,4,
7,751,Dewpider,,,Água,Inseto,20,2,2,3,4,3,
7,752,Araquanid,,,Água,Inseto,35,4,3,5,7,5,
7,753,Fomantis,,,Grama,,20,3,3,2,2,4,
7,754,Lurantis,,,Grama,,35,6,4,5,5,5,
7,755,Morelull,,,Grama,Fada,20,2,4,3,4,2,
7,756,Shiinotic,,,Grama,Fada,30,3,5,4,5,3,
7,757,Salandit,,,Venenoso,Fogo,25,3,4,2,2,8,
7,758,Salazzle,,,Venenoso,Fogo,35,4,6,3,3,12,
7,759,Stufful,,,Normal,Lutador,35,4,3,3,3,5,
7,760,Bewear,,,Normal,Lutador,60,7,3,4,3,6,
7,761,Bounsweet,,,Grama,,25,2,2,2,2,4,
7,762,Steenee,,,Grama,,30,2,2,3,3,7,
7,763,Tsareena,,,Grama,,40,6,3,5,5,8,
7,764,Comfey,,,Fada,,30,3,5,5,6,10,
7,765,Oranguru,,,Normal,Psíquico,45,3,5,4,6,6,
7,766,Passimian,,,Lutador,,50,6,2,5,3,8,
7,767,Wimpod,,,Inseto,Água,15,2,1,2,2,8,
7,768,Golisopod,,,Inseto,Água,40,7,3,7,5,4,
7,769,Sandygast,,,Fantasma,Terra,30,3,4,4,3,2,
7,770,Palossand,,,Fantasma,Terra,45,4,5,6,4,4,
7,771,Pyukumuku,,,Água,,30,3,2,7,7,1,
7,772,Type: Null,,,Normal,,50,5,5,5,5,6,
7,773,Silvally,,,Normal,,50,5,5,5,5,10,
7,774,Minior,Meteor Form,,Pedra,Voador,30,3,3,5,5,6,
7,774,Minior,Core Form,,Pedra,Voador,30,5,5,3,3,12,
7,775,Komala,,,Normal,,35,6,4,4,5,7,
7,776,Turtonator,,,Fogo,Dragão,30,4,5,7,5,4,
7,777,Togedemaru,,,Elétrico,Aço,35,5,2,4,4,10,
7,778,Mimikyu,,,Fantasma,Fada,30,5,3,4,6,10,
7,779,Bruxish,,,Água,Psíquico,35,6,4,4,4,10,
7,780,Drampa,,,Normal,Dragão,40,3,7,5,5,4,
7,781,Dhelmise,,,Fantasma,Grama,35,7,5,5,5,4,
7,782,Jangmo-o,,,Dragão,,25,3,3,4,3,5,Pseudoendário
7,783,Hakamo-o,,,Dragão,Lutador,30,4,4,5,4,7,Pseudoendário
7,784,Kommo-o,,,Dragão,Lutador,40,6,5,7,6,9,Pseudoendário
7,785,Tapu Koko,,,Elétrico,Fada,35,6,5,5,4,13,Lendário
7,786,Tapu Lele,,,Psíquico,Fada,35,5,7,4,6,10,Lendário
7,787,Tapu Bulu,,,Grama,Fada,35,7,5,6,5,8,Lendário
7,788,Tapu Fini,,,Água,Fada,35,4,5,6,7,9,Lendário
7,789,Cosmog,,,Psíquico,,25,2,2,2,2,4,
7,790,Cosmoem,,,Psíquico,,25,2,2,7,7,4,
7,791,Solgaleo,,,Psíquico,Aço,70,7,6,6,5,10,Lendário
7,792,Lunala,,,Psíquico,Fantasma,70,6,7,5,6,10,Lendário
7,793,Nihilego,,,Pedra,Venenoso,55,3,7,3,7,11,
7,794,Buzzwole,,,Inseto,Lutador,55,7,3,7,3,8,
7,795,Pheromosa,,,Inseto,Lutador,40,7,7,2,2,16,
7,796,Xurkitree,,,Elétrico,,45,5,9,4,4,9,
7,797,Celesteela,,,Aço,Voador,50,6,6,6,6,7,
7,798,Kartana,,,Grama,Aço,30,10,3,7,2,11,
7,799,Guzzlord,,,Sombrio,Dragão,115,6,5,3,3,5,
7,800,Necrozma,,,Psíquico,,50,6,7,6,5,8,Lendário
7,800,Necrozma,Dusk Mane Necrozma,,Psíquico,Aço,50,8,6,7,6,8,Lendário
7,800,Necrozma,Dawn Wings Necrozma,,Psíquico,Fantasma,50,6,8,6,7,8,Lendário
7,800,Necrozma,Ultra Necrozma,,Psíquico,Dragão,50,9,9,5,5,13,Lendário
7,801,Magearna,,,Aço,Fada,40,5,7,6,6,7,Mítico
7,802,Marshadow,,,Lutador,Fantasma,45,7,5,4,5,13,Mítico
7,803,Poipole,,,Venenoso,,35,4,4,4,4,8,
7,804,Naganadel,,,Venenoso,Dragão,40,4,7,4,4,13,
7,805,Stakataka,,,Pedra,Aço,35,7,3,11,6,2,
7,806,Blacephalon,,,Fogo,Fantasma,30,7,8,3,4,11,
7,807,Zeraora,,,Elétrico,,45,6,6,4,4,15,Mítico
7,808,Meltan,,,Aço,,25,4,3,4,2,4,
7,809,Melmetal,,,Aço,,70,8,4,8,4,4,
8,810,Grookey,,,Grama,,25,4,2,3,2,7,
8,811,Thwackey,,,Grama,,35,5,3,4,3,8,
8,812,Rillaboom,,,Grama,,50,7,3,5,4,9,
8,813,Scorbunny,,,Fogo,,25,4,2,2,2,7,
8,814,Raboot,,,Fogo,,35,5,3,3,3,10,
8,815,Cinderace,,,Fogo,,40,6,4,4,4,12,
8,816,Sobble,,,Água,,25,2,4,2,2,7,
8,817,Drizzile,,,Água,,35,3,5,3,3,9,
8,818,Inteleon,,,Água,,35,5,7,4,4,12,
8,819,Skwovet,,,Normal,,35,3,2,3,2,3,
8,820,Greedent,,,Normal,,60,5,3,5,4,2,
8,821,Rookidee,,,Voador,,20,3,2,2,2,6,
8,822,Corvisquire,,,Voador,,35,4,3,3,3,8,
8,823,Corviknight,,,Voador,Aço,50,5,3,6,5,7,
8,824,Blipbug,,,Inseto,,15,1,2,1,3,5,
8,825,Dottler,,,Inseto,Psíquico,25,2,3,4,5,3,
8,826,Orbeetle,,,Inseto,Psíquico,30,3,4,6,6,9,
8,827,Nickit,,,Sombrio,,20,2,3,2,3,5,
8,828,Thievul,,,Sombrio,,35,3,5,3,5,9,
8,829,Gossifleur,,,Grama,,20,2,2,3,3,1,
8,830,Eldegoss,,,Grama,,30,3,4,5,6,6,
8,831,Wooloo,,,Normal,,25,2,2,3,3,5,
8,832,Dubwool,,,Normal,,40,4,3,5,5,9,
8,833,Chewtle,,,Água,,25,4,2,3,2,5,
8,834,Drednaw,,,Água,Pedra,45,6,3,5,4,8,
8,835,Yamper,,,Elétrico,,30,3,2,3,3,3,
8,836,Boltund,,,Elétrico,,35,5,5,3,3,13,
8,837,Rolycoly,,,Pedra,,15,2,2,3,3,3,
8,838,Carkol,,,Pedra,Fogo,40,3,3,5,4,5,
8,839,Coalossal,,,Pedra,Fogo,55,4,4,6,5,3,
8,840,Applin,,,Grama,Dragão,20,2,2,4,2,2,
8,841,Flapple,,,Grama,Dragão,35,6,5,4,3,7,
8,842,Appletun,,,Grama,Dragão,55,5,5,4,4,3,
8,843,Silicobra,,,Terra,,30,3,2,4,3,5,
8,844,Sandaconda,,,Terra,,40,6,4,7,4,8,
8,845,Cramorant,,,Voador,Água,35,5,5,3,5,9,
8,846,Arrokuda,,,Água,,25,4,2,2,2,7,
8,847,Barraskewda,,,Água,,35,7,3,3,3,14,
8,848,Toxel,,,Elétrico,Venenoso,20,2,3,2,2,4,
8,849,Toxtricity,Amped Form,,Elétrico,Venenoso,40,5,6,4,4,8,
8,849,Toxtricity,Low Key Form,,Elétrico,Venenoso,40,5,6,4,4,8,
8,850,Sizzlipede,,,Fogo,Inseto,25,4,3,3,3,5,
8,851,Centiskorch,,,Fogo,Inseto,50,6,5,4,5,7,
8,852,Clobbopus,,,Lutador,,25,4,3,3,3,4,
8,853,Grapploct,,,Lutador,,40,6,4,5,4,5,
8,854,Sinistea,,,Fantasma,,20,3,4,3,3,5,
8,855,Polteageist,,,Fantasma,,30,4,7,4,6,7,
8,856,Hatenna,,,Psíquico,,25,2,3,3,3,4,
8,857,Hattrem,,,Psíquico,,30,2,5,4,4,5,
8,858,Hatterene,,,Psíquico,Fada,30,5,7,5,6,3,
8,859,Impidimp,,,Sombrio,Fada,25,3,3,2,2,5,
8,860,Morgrem,,,Sombrio,Fada,35,3,4,3,3,7,
8,861,Grimmsnarl,,,Sombrio,Fada,50,6,5,4,4,6,
8,862,Obstagoon,,,Sombrio,Normal,50,5,3,6,5,10,
8,863,Perrserker,,,Aço,,35,6,3,5,3,5,
8,864,Cursola,,,Fantasma,,30,5,8,3,7,3,
8,865,Sirfetch'd,,,Lutador,,35,7,4,5,5,7,
8,866,Mr. Rime,,,Gelo,Psíquico,40,5,6,4,5,7,
8,867,Runerigus,,,Terra,Fantasma,30,5,3,8,6,3,
8,868,Milcery,,,Fada,,25,2,3,2,4,4,
8,869,Alcremie,,,Fada,,35,3,6,4,7,7,
8,870,Falinks,,,Lutador,,35,5,4,5,3,8,
8,871,Pincurchin,,,Elétrico,,25,6,5,5,5,2,
8,872,Snom,,,Gelo,Inseto,15,2,3,2,2,2,
8,873,Frosmoth,,,Gelo,Inseto,35,4,7,3,5,7,
8,874,Stonjourner,,,Pedra,,50,7,1,7,1,7,
8,875,Eiscue,Gelo Face,,Gelo,,40,4,4,6,5,5,
8,875,Eiscue,NoGelo Face,,Gelo,,40,4,4,4,3,13,
8,876,Indeedee,Male,,Psíquico,Normal,30,4,6,3,5,10,
8,876,Indeedee,Female,,Psíquico,Normal,35,3,5,4,6,9,
8,877,Morpeko,Full Belly Mode,,Elétrico,Sombrio,30,5,4,3,3,10,
8,877,Morpeko,Hangry Mode,,Elétrico,Sombrio,30,5,4,3,3,10,
8,878,Cufant,,,Aço,,40,4,2,3,3,4,
8,879,Copperajah,,,Aço,,65,7,4,4,4,3,
8,880,Dracozolt,,,Elétrico,Dragão,45,5,4,5,4,8,
8,881,Arctozolt,,,Elétrico,Gelo,45,5,5,5,4,6,
8,882,Dracovish,,,Água,Dragão,45,5,4,5,4,8,
8,883,Arctovish,,,Água,Gelo,45,5,4,5,5,6,
8,884,Duraludon,,,Aço,Dragão,35,5,6,6,3,9,
8,885,Dreepy,,,Dragão,Fantasma,15,3,2,2,2,9,Pseudoendário
8,886,Drakloak,,,Dragão,Fantasma,35,4,3,3,3,11,Pseudoendário
8,887,Dragapult,,,Dragão,Fantasma,45,6,5,4,4,15,Pseudoendário
8,888,Zacian,Hero of Many Battles,,Fada,,50,6,4,6,6,14,Lendário
8,888,Zacian,Crowned Sword,,Fada,Aço,50,8,4,6,6,15,Lendário
8,889,Zamazenta,Hero of Many Battles,,Lutador,,50,6,4,6,6,14,Lendário
8,889,Zamazenta,Crowned Shield,,Lutador,Aço,50,6,4,7,7,13,Lendário
8,890,Eternatus,,,Venenoso,Dragão,70,5,8,5,5,13,Lendário
8,890,Eternatus,Eternamax,,Venenoso,Dragão,130,6,7,13,13,13,Lendário
8,891,Kubfu,,,Lutador,,30,5,3,3,3,8,Lendário
8,892,Urshifu,Single Strike Style,,Lutador,Sombrio,50,7,4,5,3,10,Lendário
8,892,Urshifu,Rapid Strike Style,,Lutador,Água,50,7,4,5,3,10,Lendário
8,893,Zarude,,,Sombrio,Grama,55,6,4,6,5,11,Mítico
8,894,Regieleki,,,Elétrico,,40,5,5,3,3,20,Lendário
8,895,Regidrago,,,Dragão,,100,5,5,3,3,8,Lendário
8,896,Glastrier,,,Gelo,,50,8,4,7,6,3,
8,897,Spectrier,,,Fantasma,,50,4,8,3,4,13,
8,898,Calyrex,,,Psíquico,Grama,50,4,4,4,4,8,Mítico
8,898,Calyrex,Gelo Rider,,Psíquico,Gelo,50,9,5,8,7,5,Mítico
8,898,Calyrex,Shadow Rider,,Psíquico,Fantasma,50,5,9,4,5,15,Mítico
8,899,Wyrdeer,,,Normal,Psíquico,55,6,6,4,4,7,
8,900,Kleavor,,,Inseto,Pedra,35,7,3,5,4,9,
8,901,Ursaluna,,,Terra,Normal,65,7,3,6,4,5,
9,901,Ursaluna,Bloodmoon,,Terra,Normal,60,4,7,6,4,6,
8,902,Basculegion,Male,,Água,Fantasma,60,6,4,4,4,8,
8,902,Basculegion,Female,,Água,Fantasma,60,5,5,4,4,8,
8,903,Sneasler,,,Lutador,Venenoso,40,7,2,3,4,12,
8,904,Overqwil,,,Sombrio,Venenoso,45,6,4,5,4,9,
8,905,Enamorus,Incarnate Forme,,Fada,Voador,40,6,7,4,4,11,
8,905,Enamorus,Therian Forme,,Fada,Voador,40,6,7,6,5,5,
9,906,Sprigatito,,,Grama,,20,4,3,3,3,7,
9,907,Floragato,,,Grama,,35,4,3,4,4,9,
9,908,Meowscarada,,,Grama,Sombrio,40,6,5,4,4,13,
9,909,Fuecoco,,,Fogo,,35,3,4,3,2,4,
9,910,Crocalor,,,Fogo,,45,3,5,4,3,5,
9,911,Skeledirge,,,Fogo,Fantasma,55,4,6,5,4,7,
9,912,Quaxly,,,Água,,30,4,3,3,3,5,
9,913,Quaxwell,,,Água,,35,5,4,4,3,7,
9,914,Quaquaval,,,Água,Lutador,45,6,5,4,4,9,
9,915,Lechonk,,,Normal,,30,3,2,2,3,4,
9,916,Oinkologne,Male,,Normal,,55,5,3,4,4,7,
9,916,Oinkologne,Female,,Normal,,60,5,3,4,5,7,
9,917,Tarountula,,,Inseto,,20,3,2,3,2,2,
9,918,Spidops,,,Inseto,,30,4,3,5,5,4,
9,919,Nymble,,,Inseto,,20,3,2,2,2,5,
9,920,Lokix,,,Inseto,Sombrio,40,6,3,4,3,10,
9,921,Pawmi,,,Elétrico,,25,3,2,1,2,6,
9,922,Pawmo,,,Elétrico,Lutador,30,4,3,2,2,9,
9,923,Pawmot,,,Elétrico,Lutador,35,6,4,4,3,11,
9,924,Tandemaus,,,Normal,,25,3,2,3,3,8,
9,925,Maushold,Family of Four,,Normal,,40,4,4,4,4,12,
9,925,Maushold,Family of Three,,Normal,,40,4,4,4,4,12,
9,926,Fidough,,,Fada,,20,3,2,4,3,7,
9,927,Dachsbun,,,Fada,,30,4,3,6,4,10,
9,928,Smoliv,,,Grama,Normal,25,2,3,3,3,3,
9,929,Dolliv,,,Grama,Normal,30,3,4,3,4,4,
9,930,Arboliva,,,Grama,Normal,40,4,7,5,6,4,
9,931,Squawkabilly,Green Plumage,,Normal,Voador,45,5,3,3,3,10,
9,931,Squawkabilly,Blue Plumage,,Normal,Voador,45,5,3,3,3,10,
9,931,Squawkabilly,Yellow Plumage,,Normal,Voador,45,5,3,3,3,10,
9,931,Squawkabilly,White Plumage,,Normal,Voador,45,5,3,3,3,10,
9,932,Nacli,,,Pedra,,30,3,2,4,2,3,
9,933,Naclstack,,,Pedra,,30,3,2,5,4,4,
9,934,Garganacl,,,Pedra,,50,5,3,7,5,4,
9,935,Charcadet,,,Fogo,,20,3,3,2,2,4,
9,936,Armarouge,,,Fogo,Psíquico,45,3,7,5,4,8,
9,937,Ceruledge,,,Fogo,Fantasma,40,7,3,4,5,9,
9,938,Tadbulb,,,Elétrico,,35,2,3,3,2,5,
9,939,Bellibolt,,,Elétrico,,55,4,6,5,5,5,
9,940,Wattrel,,,Elétrico,Voador,20,2,3,2,2,7,
9,941,Kilowattrel,,,Elétrico,Voador,35,4,6,3,3,13,
9,942,Maschiff,,,Sombrio,,30,4,2,3,3,6,
9,943,Mabosstiff,,,Sombrio,,40,6,3,5,4,9,
9,944,Shroodle,,,Venenoso,Normal,20,4,2,2,2,8,
9,945,Grafaiai,,,Venenoso,Normal,35,5,4,4,4,11,
9,946,Bramblin,,,Grama,Fantasma,20,4,3,2,2,6,
9,947,Brambleghast,,,Grama,Fantasma,30,6,4,4,4,9,
9,948,Toedscool,,,Terra,Grama,20,2,3,2,5,7,
9,949,Toedscruel,,,Terra,Grama,40,4,4,4,6,10,
9,950,Klawf,,,Pedra,,35,5,2,6,3,8,
9,951,Capsakid,,,Grama,,25,4,4,2,2,5,
9,952,Scovillain,,,Grama,Fogo,35,6,6,4,4,8,
9,953,Rellor,,,Inseto,,25,3,2,3,3,3,
9,954,Rabsca,,,Inseto,Psíquico,40,3,6,5,5,5,
9,955,Flittle,,,Psíquico,,15,2,3,2,2,8,
9,956,Espathra,,,Psíquico,,50,3,6,3,3,11,
9,957,Tinkatink,,,Fada,Aço,25,3,2,3,4,6,
9,958,Tinkatuff,,,Fada,Aço,35,3,3,3,5,8,
9,959,Tinkaton,,,Fada,Aço,45,4,4,4,6,10,
9,960,Wiglett,,,Água,,5,3,2,2,2,10,
9,961,Wugtrio,,,Água,,20,5,3,3,4,12,
9,962,Bombirdier,,,Voador,Sombrio,35,6,3,5,5,9,
9,963,Finizen,,,Água,,35,3,3,2,2,8,
9,964,Palafin,Zero Form,,Água,,50,4,3,4,4,10,
9,964,Palafin,Hero Form,,Água,,50,8,6,5,5,10,
9,965,Varoom,,,Aço,Venenoso,25,4,2,4,3,5,
9,966,Revavroom,,,Aço,Venenoso,40,6,3,5,4,9,
9,967,Cyclizar,,,Dragão,Normal,35,5,5,4,4,13,
9,968,Orthworm,,,Aço,,35,5,3,8,3,7,
9,969,Glimmet,,,Pedra,Venenoso,25,2,6,3,3,6,
9,970,Glimmora,,,Pedra,Venenoso,45,3,7,5,5,9,
9,971,Greavard,,,Fantasma,,25,4,2,3,3,4,
9,972,Houndstone,,,Fantasma,,40,6,3,5,5,7,
9,973,Flamigo,,,Voador,Lutador,45,6,4,4,4,9,
9,974,Cetoddle,,,Gelo,,55,4,2,3,2,5,
9,975,Cetitan,,,Gelo,,85,6,3,4,3,8,
9,976,Veluza,,,Água,Psíquico,45,6,4,4,4,7,
9,977,Dondozo,,,Água,,75,5,4,6,4,4,
9,978,Tatsugiri,Curly Form,,Dragão,Água,35,3,6,3,5,9,
9,978,Tatsugiri,Droopy Form,,Dragão,Água,35,3,6,3,5,9,
9,978,Tatsugiri,Stretchy Form,,Dragão,Água,35,3,6,3,5,9,
9,979,Annihilape,,,Lutador,Fantasma,55,6,3,4,5,9,
9,980,Clodsire,,,Venenoso,Terra,65,4,3,3,5,2,
9,981,Farigiraf,,,Normal,Psíquico,60,5,6,4,4,6,
9,982,Dudunsparce,Two-Segment Form,,Normal,,65,5,5,4,4,6,
9,982,Dudunsparce,Three-Segment Form,,Normal,,65,5,5,4,4,6,
9,983,Kingambit,,,Sombrio,Aço,50,7,3,6,5,5,
9,984,Great Tusk,,,Terra,Lutador,60,7,3,7,3,9,
9,985,Scream Tail,,,Fada,Psíquico,60,4,4,5,6,12,
9,986,Brute Bonnet,,,Grama,Sombrio,60,7,4,5,5,6,
9,987,Flutter Mane,,,Fantasma,Fada,30,3,7,3,7,14,
9,988,Slither Wing,,,Inseto,Lutador,45,7,5,4,6,9,
9,989,Sandy Shocks,,,Elétrico,Terra,45,5,7,5,5,11,
9,990,Iron Treads,,,Terra,Aço,45,6,4,6,4,11,
9,991,Iron Bundle,,,Gelo,Água,30,4,7,6,3,14,
9,992,Iron Hands,,,Lutador,Elétrico,80,7,3,6,4,5,
9,993,Iron Jugulis,,,Sombrio,Voador,50,4,7,5,4,11,
9,994,Iron Moth,,,Fogo,Venenoso,40,4,7,3,6,11,
9,995,Iron Thorns,,,Pedra,Elétrico,50,7,4,6,5,8,
9,996,Frigibax,,,Dragão,Gelo,35,4,2,3,3,6,Pseudoendário
9,997,Arctibax,,,Dragão,Gelo,45,5,3,4,4,7,Pseudoendário
9,998,Baxcalibur,,,Dragão,Gelo,60,8,4,5,5,9,Pseudoendário
9,999,Gimmighoul,Chest Form,,Fantasma,,25,2,4,4,4,1,
9,999,Gimmighoul,Roaming Form,,Fantasma,,25,2,4,2,3,8,
9,1000,Gholdengo,,,Aço,Fantasma,45,3,7,5,5,9,
9,1001,Wo-Chien,,,Sombrio,Grama,45,5,5,5,7,7,Mítico
9,1002,Chien-Pao,,,Sombrio,Gelo,40,6,5,4,4,14,
9,1003,Ting-Lu,,,Sombrio,Terra,80,6,3,7,4,5,Mítico
9,1004,Chi-Yu,,,Sombrio,Fogo,30,4,7,4,6,10,Mítico
9,1005,Roaring Moon,,,Dragão,Sombrio,55,7,3,4,6,12,
9,1006,Iron Valiant,,,Fada,Lutador,40,7,6,5,3,12,
9,1007,Koraidon,,,Lutador,Dragão,50,7,5,6,5,14,Mítico
9,1008,Miraidon,,,Elétrico,Dragão,50,5,7,5,6,14,Mítico
9,1009,Walking Wake,,,Água,Dragão,50,5,7,5,5,11,Mítico
9,1010,Iron Leaves,,,Grama,Psíquico,45,7,4,5,6,11,
9,1011,Dipplin,,,Grama,Dragão,40,4,5,6,4,4,
9,1012,Poltchageist,,,Grama,Fantasma,20,3,4,3,3,5,
9,1013,Sinistcha,,,Grama,Fantasma,40,3,7,6,4,7,
9,1014,Okidogi,,,Venenoso,Lutador,45,7,3,6,5,8,
9,1015,Munkidori,,,Venenoso,Psíquico,45,4,7,4,5,11,
9,1016,Fezandipiti,,,Venenoso,Fada,45,5,4,5,7,10,
9,1017,Ogerpon,Teal Mask,,Grama,,40,6,3,5,5,11,
